id,CODIGO,DISTRITO,same_as_wikidata_distrito,EDIFICIO,Direccion,same_as_wikidata_Direccion,COORDENADA Y,COORDENADA X,TERMINALES,CONECTORES,same_as_wikidata_CONECTORES,POTENCIA,ANYO INSTALACION
1,PRM-AG07-10a,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Desarrollo_Urbano_Sostenible_/_OA_Agencia_de_Actividades,Calle_de_Bustamante_16,https://wikidata.org/entity/Q27430098,4472432.48,441594.53,1,Mennekes,https://wikidata.org/entity/Q1262665,"7,3_KW__32_A_mono",2017
2,PRM-AG07-10b,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Desarrollo_Urbano_Sostenible_/_OA_Agencia_de_Actividades,Calle_de_Bustamante_16,https://wikidata.org/entity/Q27430098,4472432.48,441594.53,1,Mennekes,https://wikidata.org/entity/Q1262665,"7,3_KW__32_A_mono",2017
3,PRM-AG07-10c,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Desarrollo_Urbano_Sostenible_/_OA_Agencia_de_Actividades,Calle_de_Bustamante_16,https://wikidata.org/entity/Q27430098,4472432.48,441594.53,1,Mennekes,https://wikidata.org/entity/Q1262665,"7,3_KW__32_A_mono",2017
4,PRM-AG07-10d,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Desarrollo_Urbano_Sostenible_/_OA_Agencia_de_Actividades,Calle_de_Bustamante_16,https://wikidata.org/entity/Q27430098,4472432.48,441594.53,1,Mennekes,https://wikidata.org/entity/Q1262665,"7,3_KW__32_A_mono",2017
5,PRM-AG07-10e,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Desarrollo_Urbano_Sostenible_/_OA_Agencia_de_Actividades,Calle_de_Bustamante_16,https://wikidata.org/entity/Q27430098,4472432.48,441594.53,1,Mennekes,https://wikidata.org/entity/Q1262665,"7,3_KW__32_A_mono",2017
6,PRM-AG08-04a,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Medio_Ambiente_y_Movilidad_/,Calle_de_Bustamante_16,https://wikidata.org/entity/Q27430098,4472432.48,441594.53,2,Mennekes,https://wikidata.org/entity/Q1262665,"7,3_KW__32_A_mono",2018
7,PRM-AG08-04b,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Medio_Ambiente_y_Movilidad_/,Calle_de_Bustamante_16,https://wikidata.org/entity/Q27430098,4472432.48,441594.53,2,Mennekes,https://wikidata.org/entity/Q1262665,"7,3_KW__32_A_mono",2018
8,PRM-AG08-04c,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Medio_Ambiente_y_Movilidad_/,Calle_de_Bustamante_16,https://wikidata.org/entity/Q27430098,4472432.48,441594.53,2,Mennekes,https://wikidata.org/entity/Q1262665,"7,3_KW__32_A_mono",2018
9,PRM-AG08-04d,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Medio_Ambiente_y_Movilidad_/,Calle_de_Bustamante_16,https://wikidata.org/entity/Q27430098,4472432.48,441594.53,2,Mennekes,https://wikidata.org/entity/Q1262665,"7,3_KW__32_A_mono",2018
10,PRM-AG08-04e,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Medio_Ambiente_y_Movilidad_/,Calle_de_Bustamante_16,https://wikidata.org/entity/Q27430098,4472432.48,441594.53,2,Mennekes,https://wikidata.org/entity/Q1262665,"7,3_KW__32_A_mono",2018
11,PRM-AG08-04f,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Medio_Ambiente_y_Movilidad_/,Calle_de_Bustamante_16,https://wikidata.org/entity/Q27430098,4472432.48,441594.53,2,Mennekes,https://wikidata.org/entity/Q1262665,"7,3_KW__32_A_mono",2018
12,PRM-AG08-04g,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Medio_Ambiente_y_Movilidad_/,Calle_de_Bustamante_16,https://wikidata.org/entity/Q27430098,4472432.48,441594.53,2,Mennekes,https://wikidata.org/entity/Q1262665,"7,3_KW__32_A_mono",2018
13,PRM-AG08-04h,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Medio_Ambiente_y_Movilidad_/,Calle_de_Bustamante_16,https://wikidata.org/entity/Q27430098,4472432.48,441594.53,2,Mennekes,https://wikidata.org/entity/Q1262665,"7,3_KW__32_A_mono",2018
14,PRM-AG08-04i,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Medio_Ambiente_y_Movilidad_/,Calle_de_Bustamante_16,https://wikidata.org/entity/Q27430098,4472432.48,441594.53,2,Mennekes,https://wikidata.org/entity/Q1262665,"7,3_KW__32_A_mono",2018
15,PRM-AG08-05,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Medio_Ambiente_y_Movilidad_/,Calle_de_Bustamante_16,https://wikidata.org/entity/Q27430098,4472432.48,441594.53,2,Mennekes,https://wikidata.org/entity/Q1262665,"7,3_KW__32_A_mono",2018
16,PRM-AG08-04j,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Medio_Ambiente_y_Movilidad_/,Calle_de_Bustamante_16,https://wikidata.org/entity/Q27430098,4472432.48,441594.53,1,Mennekes,https://wikidata.org/entity/Q1262665,22_KW_32_A_Trifasico,2018
17,PRM-AG08-02b,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Medio_Ambiente_y_Movilidad_/_Aparcamientos,Calle_de_Bustamante_16,https://wikidata.org/entity/Q27430098,4472432.48,441594.53,1,Mennekes,https://wikidata.org/entity/Q1262665,"7,3_KW__32_A_mono",2017
18,PRM-AG08-02a,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Medio_Ambiente_y_Movilidad_/_Calidad_del_aire,Calle_de_Bustamante_16,https://wikidata.org/entity/Q27430098,4472432.48,441594.53,1,Mennekes,https://wikidata.org/entity/Q1262665,"7,3_KW__32_A_mono",2017
19,PRM-AG08-03a,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Medio_Ambiente_y_Movilidad_/_Control_de_Calidad,Calle_de_Bustamante_16,https://wikidata.org/entity/Q27430098,4472432.48,441594.53,1,Mennekes,https://wikidata.org/entity/Q1262665,"7,3_KW__32_A_mono",2017
20,PRM-AG08-03b,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Medio_Ambiente_y_Movilidad_/_Control_de_Calidad,Calle_de_Bustamante_16,https://wikidata.org/entity/Q27430098,4472432.48,441594.53,1,Mennekes,https://wikidata.org/entity/Q1262665,"7,3_KW__32_A_mono",2017
21,PRM-AG08-03c,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Medio_Ambiente_y_Movilidad_/_Control_de_Calidad,Calle_de_Bustamante_16,https://wikidata.org/entity/Q27430098,4472432.48,441594.53,1,Mennekes,https://wikidata.org/entity/Q1262665,"7,3_KW__32_A_mono",2017
22,PRM-AG08-03d,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Medio_Ambiente_y_Movilidad_/_Control_de_Calidad,Calle_de_Bustamante_16,https://wikidata.org/entity/Q27430098,4472432.48,441594.53,1,Mennekes,https://wikidata.org/entity/Q1262665,"7,3_KW__32_A_mono",2017
23,PRM-AG08-01a,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Medio_Ambiente_y_Movilidad_/_Inspeccion,Calle_de_Bustamante_16,https://wikidata.org/entity/Q27430098,4472432.48,441594.53,1,Mennekes,https://wikidata.org/entity/Q1262665,"7,3_KW__32_A_mono",2017
24,PRM-AG08-01b,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Medio_Ambiente_y_Movilidad_/_Inspeccion,Calle_de_Bustamante_16,https://wikidata.org/entity/Q27430098,4472432.48,441594.53,1,Mennekes,https://wikidata.org/entity/Q1262665,"7,3_KW__32_A_mono",2017
25,PRM-AG08-01c,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Medio_Ambiente_y_Movilidad_/_Inspeccion,Calle_de_Bustamante_16,https://wikidata.org/entity/Q27430098,4472432.48,441594.53,1,Mennekes,https://wikidata.org/entity/Q1262665,"7,3_KW__32_A_mono",2017
26,PRM-AG08-01d,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Medio_Ambiente_y_Movilidad_/_Inspeccion,Calle_de_Bustamante_16,https://wikidata.org/entity/Q27430098,4472432.48,441594.53,1,Mennekes,https://wikidata.org/entity/Q1262665,"7,3_KW__32_A_mono",2017
27,PRM-AG08-01e,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Medio_Ambiente_y_Movilidad_/_Inspeccion,Calle_de_Bustamante_16,https://wikidata.org/entity/Q27430098,4472432.48,441594.53,1,Mennekes,https://wikidata.org/entity/Q1262665,"7,3_KW__32_A_mono",2017
28,PRM-AG08-,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Medio_Ambiente_y_Movilidad_/_Agentes_movilidad,Paseo_Pontones_23,https://wikidata.org/entity/Q26737156,4473157.3,439442.4,1,Mennekes_manguera,https://wikidata.org/entity/Q1262665,32_A_monofasico,2018
29,PRM-AG08-,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Medio_Ambiente_y_Movilidad_/_Agentes_movilidad,Paseo_Pontones_23,https://wikidata.org/entity/Q26737156,4473157.3,439442.4,1,Mennekes_manguera,https://wikidata.org/entity/Q1262665,32_A_monofasico,2018
30,PRM-AG08-,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Medio_Ambiente_y_Movilidad_/_Agentes_movilidad,Paseo_Pontones_23,https://wikidata.org/entity/Q26737156,4473157.3,439442.4,1,Mennekes_manguera,https://wikidata.org/entity/Q1262665,32_A_monofasico,2018
31,PRM-AG08-,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Medio_Ambiente_y_Movilidad_/_Agentes_movilidad,Paseo_Pontones_23,https://wikidata.org/entity/Q26737156,4473157.3,439442.4,1,Mennekes_manguera,https://wikidata.org/entity/Q1262665,32_A_monofasico,2018
32,PRM-AG08-,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Medio_Ambiente_y_Movilidad_/_Agentes_movilidad,Paseo_Pontones_23,https://wikidata.org/entity/Q26737156,4473157.3,439442.4,1,Mennekes_manguera,https://wikidata.org/entity/Q1262665,32_A_monofasico,2018
33,PRM-AG08-,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Medio_Ambiente_y_Movilidad_/_Agentes_movilidad,Paseo_Pontones_23,https://wikidata.org/entity/Q26737156,4473157.3,439442.4,1,Mennekes_manguera,https://wikidata.org/entity/Q1262665,32_A_monofasico,2018
34,PRM-AG08-,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Medio_Ambiente_y_Movilidad_/_Agentes_movilidad,Paseo_Pontones_23,https://wikidata.org/entity/Q26737156,4473157.3,439442.4,1,Mennekes_manguera,https://wikidata.org/entity/Q1262665,32_A_monofasico,2019
35,PRM-AG08-,Arganzuela,https://wikidata.org/entity/Q2000929,A.G._Medio_Ambiente_y_Movilidad_/_Agentes_movilidad,Paseo_Pontones_23,https://wikidata.org/entity/Q26737156,4473157.3,439442.4,1,Mennekes_manguera,https://wikidata.org/entity/Q1262665,32_A_monofasico,2019
36,PRM-AG01-10a,Arganzuela,https://wikidata.org/entity/Q2000929,"A.G._Equidad,_Derechos_Sociales_y_Empleo_._OA_Agencia_para_el_Empleo",Paseo_Pontones_10,https://wikidata.org/entity/Q26737156,4473152.8,439377.1,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_KW_Plug_T2_monofasico",2017
37,PRM-AG01-10b,Arganzuela,https://wikidata.org/entity/Q2000929,"A.G._Equidad,_Derechos_Sociales_y_Empleo_._OA_Agencia_para_el_Empleo",Paseo_Pontones_10,https://wikidata.org/entity/Q26737156,4473152.8,439377.1,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_KW_Plug_T2_monofasico",2017
38,PRM-AG01-01a,Arganzuela,https://wikidata.org/entity/Q2000929,"A.G._Equidad,_Derechos_Sociales_y_Empleo",Paseo_Chopera_41,https://wikidata.org/entity/Q27044458,4471741.49,440676.52,1,Mennekes_manguera,https://wikidata.org/entity/Q1262665,"3,7_kW",2016
39,PRM-AG01-01b,Arganzuela,https://wikidata.org/entity/Q2000929,"A.G._Equidad,_Derechos_Sociales_y_Empleo",Paseo_Chopera_41,https://wikidata.org/entity/Q27044458,4471741.49,440676.52,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW",2016
40,PRM-AG01-01b,Arganzuela,https://wikidata.org/entity/Q2000929,"A.G._Equidad,_Derechos_Sociales_y_Empleo",Paseo_Chopera_41,https://wikidata.org/entity/Q27044458,4471741.49,440676.52,1,Mennekes_manguera,https://wikidata.org/entity/Q1262665,"3,7_kW",2018
41,PRM-AG01-01c,Arganzuela,https://wikidata.org/entity/Q2000929,"A.G._Equidad,_Derechos_Sociales_y_Empleo",Paseo_Chopera_41,https://wikidata.org/entity/Q27044458,4471741.49,440676.52,1,Mennekes_manguera,https://wikidata.org/entity/Q1262665,"3,7_kW",2018
42,PRM-AG01-01d,Arganzuela,https://wikidata.org/entity/Q2000929,"A.G._Equidad,_Derechos_Sociales_y_Empleo",Paseo_Chopera_41,https://wikidata.org/entity/Q27044458,4471741.49,440676.52,1,Mennekes_manguera,https://wikidata.org/entity/Q1262665,"3,7_kW",2018
43,PRM-AG01-01e,Arganzuela,https://wikidata.org/entity/Q2000929,"A.G._Equidad,_Derechos_Sociales_y_Empleo",Paseo_Chopera_41,https://wikidata.org/entity/Q27044458,4471741.49,440676.52,1,Mennekes_manguera,https://wikidata.org/entity/Q1262665,"3,7_kW",2018
44,PRM-AG01-01f,Arganzuela,https://wikidata.org/entity/Q2000929,"A.G._Equidad,_Derechos_Sociales_y_Empleo",Paseo_Chopera_41,https://wikidata.org/entity/Q27044458,4471741.49,440676.52,1,Mennekes_manguera,https://wikidata.org/entity/Q1262665,"3,7_kW",2018
45,PRM-AG01-01b,Arganzuela,https://wikidata.org/entity/Q2000929,"A.G._Equidad,_Derechos_Sociales_y_Empleo",Paseo_Chopera_41,https://wikidata.org/entity/Q27044458,4471741.49,440676.52,1,mennekes_Hembra,https://wikidata.org/entity/Q1262665,32_A_trifasico,2019
46,PRM-AG05-03a,Arganzuela,https://wikidata.org/entity/Q2000929,"A.G._Salud,_Seguridad_y_Emergencias_/_PM_/_UID_Arganzuela",Paseo_Chopera_2,https://wikidata.org/entity/Q27044458,4472146.4,440514.7,1,Mennekes,https://wikidata.org/entity/Q1262665,3.7,2017
47,PRM-AG05-03b,Arganzuela,https://wikidata.org/entity/Q2000929,"A.G._Salud,_Seguridad_y_Emergencias_/_PM_/_UID_Arganzuela",Paseo_Chopera_2,https://wikidata.org/entity/Q27044458,4472146.4,440514.7,1,Mennekes,https://wikidata.org/entity/Q1262665,3.7,2017
48,PRM-AG05-03c,Arganzuela,https://wikidata.org/entity/Q2000929,"A.G._Salud,_Seguridad_y_Emergencias_/_PM_/_UID_Arganzuela",Paseo_Chopera_2,https://wikidata.org/entity/Q27044458,4472146.4,440514.7,1,Mennekes_conector_hembra_sin_manguera,https://wikidata.org/entity/Q1262665,22_kW,2018
49,PRM-AG01-02a,Arganzuela,https://wikidata.org/entity/Q2000929,"A.G._Equidad,_Derechos_Sociales_y_Empleo","Ronda_de_Toledo,_10",https://wikidata.org/entity/Q6111946,4473292,439854.9,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW",2017
50,PRM-AG01-02b,Arganzuela,https://wikidata.org/entity/Q2000929,"A.G._Equidad,_Derechos_Sociales_y_Empleo","Ronda_de_Toledo,_10",https://wikidata.org/entity/Q6111946,4473292,439854.9,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW",2017
51,PRM-AG01-02c,Arganzuela,https://wikidata.org/entity/Q2000929,"A.G._Equidad,_Derechos_Sociales_y_Empleo","Ronda_de_Toledo,_10",https://wikidata.org/entity/Q6111946,4473292,439854.9,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW",2017
52,PRM-JM21-10,Barajas,https://wikidata.org/entity/Q807230,J.M.D._Barajas_(Centro_Mayores),Calle_de_Acuario_27,,4480619.38,450861.59,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW",2016
53,PRM-AG07-01a,Barajas,https://wikidata.org/entity/Q807230,A.G._Desarrollo_Urbano_Sostenible,Calle_de_Ribera_del_Sena_21,,4479216.43,447631.57,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW",2016
54,PRM-AG07-01b,Barajas,https://wikidata.org/entity/Q807230,A.G._Desarrollo_Urbano_Sostenible,Calle_de_Ribera_del_Sena_21,,4479216.43,447631.57,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW",2016
55,PRM-AG07-01c,Barajas,https://wikidata.org/entity/Q807230,A.G._Desarrollo_Urbano_Sostenible,Calle_de_Ribera_del_Sena_21,,4479216.43,447631.57,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW",2016
56,PRM-AG07-01d,Barajas,https://wikidata.org/entity/Q807230,A.G._Desarrollo_Urbano_Sostenible,Calle_de_Ribera_del_Sena_21,,4479216.43,447631.57,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW",2017
57,PRM-AG07-01e,Barajas,https://wikidata.org/entity/Q807230,A.G._Desarrollo_Urbano_Sostenible,Calle_de_Ribera_del_Sena_21,,4479216.43,447631.57,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW",2017
58,PRM-AG07-01f,Barajas,https://wikidata.org/entity/Q807230,A.G._Desarrollo_Urbano_Sostenible,Calle_de_Ribera_del_Sena_21,,4479216.43,447631.57,2,Mennekes,https://wikidata.org/entity/Q1262665,16_A_Trifasico_11_kW,2018
59,PRM-AG07-01g,Barajas,https://wikidata.org/entity/Q807230,A.G._Desarrollo_Urbano_Sostenible,Calle_de_Ribera_del_Sena_21,,4479216.43,447631.57,1,Mennekes,https://wikidata.org/entity/Q1262665,16A_monofasico,2018
60,PRM-AG07-01h,Barajas,https://wikidata.org/entity/Q807230,A.G._Desarrollo_Urbano_Sostenible,Calle_de_Ribera_del_Sena_21,,4479216.43,447631.57,1,Mennekes,https://wikidata.org/entity/Q1262665,16A_monofasico,2018
61,PRM-AG07-01i,Barajas,https://wikidata.org/entity/Q807230,A.G._Desarrollo_Urbano_Sostenible,Calle_de_Ribera_del_Sena_21,,4479216.43,447631.57,1,Mennekes,https://wikidata.org/entity/Q1262665,16A_monofasico,2018
62,PRM-AG07-01j,Barajas,https://wikidata.org/entity/Q807230,A.G._Desarrollo_Urbano_Sostenible,Calle_de_Ribera_del_Sena_21,,4479216.43,447631.57,1,Mennekes,https://wikidata.org/entity/Q1262665,16A_monofasico,2018
63,PRM-AG07-01k,Barajas,https://wikidata.org/entity/Q807230,A.G._Desarrollo_Urbano_Sostenible,Calle_de_Ribera_del_Sena_21,,4479216.43,447631.57,1,Mennekes,https://wikidata.org/entity/Q1262665,16A_monofasico,2018
64,PRM-AG05-01c,Barajas,https://wikidata.org/entity/Q807230,"A.G._Salud,_Seguridad_y_Emergencias_/_PM_/_DG_DE_POLICIA_MUNICIPAL","Calle_de_Trespaderne,_16",,4478363.8,450836.2,1,Yazaki_con_manguera,https://wikidata.org/entity/Q1926640,16_A_monofasico,2019
65,PRM-JM,Carabanchel,https://wikidata.org/entity/Q1001991,J.M._D._Carabanchel_/_UID_CARABANCHEL,"Calle_de_Albox,_8",,4469796.8,436884.1,1,Mennekes_Manguera,https://wikidata.org/entity/Q1262665,16_A_monofasico,2018
66,PRM-AG04-02a,Centro,https://wikidata.org/entity/Q1763376,A.G._Economia_y_Hacienda_/_SGT,Calle_de_Alcala_45,https://wikidata.org/entity/Q2424746,4474508.52,440929.55,1,Mennekes_Manguera,https://wikidata.org/entity/Q1262665,16_A,2015
67,PRM-AG04-02b,Centro,https://wikidata.org/entity/Q1763376,A.G._Economia_y_Hacienda_/_SGT,Calle_de_Alcala_45,https://wikidata.org/entity/Q2424746,4474508.52,440929.55,1,Mennekes_Manguera,https://wikidata.org/entity/Q1262665,16_A,2017
68,PRM-AG04-02c,Centro,https://wikidata.org/entity/Q1763376,A.G._Economia_y_Hacienda_/_SGT,Calle_de_Alcala_45,https://wikidata.org/entity/Q2424746,4474508.52,440929.55,1,Mennekes,https://wikidata.org/entity/Q1262665,16_A,2017
69,PRM-AG06-01,Centro,https://wikidata.org/entity/Q1763376,"A.G._Participacion_Ciudadana,_Transparencia_y_Gobierno_Abierto_/_SGT",Calle_de_Alcala_45,https://wikidata.org/entity/Q2424746,4474508.52,440929.55,1,Mennekes,https://wikidata.org/entity/Q1262665,16_A,2016
70,PRM-AG04-01a,Centro,https://wikidata.org/entity/Q1763376,A.G._Economia_y_Hacienda,Calle_de_Barquillo_17a,https://wikidata.org/entity/Q5740983,4474797.76,440976.34,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW",2015
71,PRM-AG04-01b,Centro,https://wikidata.org/entity/Q1763376,A.G._Economia_y_Hacienda,Calle_de_Barquillo_17a,https://wikidata.org/entity/Q5740983,4474797.76,440976.34,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW",2015
72,PRM-AG04-10a,Centro,https://wikidata.org/entity/Q1763376,A.G._Economia_y_Hacienda_/_Agencia_Tributaria,Calle_de_Sacramento_4,https://wikidata.org/entity/Q26913064,4474010.51,439687.55,1,Mennekes/Schuko,https://wikidata.org/entity/Q1262665,"3,7_kW",2016
73,PRM-AG04-10B,Centro,https://wikidata.org/entity/Q1763376,A.G._Economia_y_Hacienda_/_Agencia_Tributaria,Calle_de_Sacramento_4,https://wikidata.org/entity/Q26913064,4474010.51,439687.55,1,Mennekes/Schuko,https://wikidata.org/entity/Q1262665,"3,7_kW",2016
74,PRM-AG04-10C,Centro,https://wikidata.org/entity/Q1763376,A.G._Economia_y_Hacienda_/_Agencia_Tributaria,Calle_de_Sacramento_4,https://wikidata.org/entity/Q26913064,4474010.51,439687.55,1,Mennekes/Schuko,https://wikidata.org/entity/Q1262665,"3,7_kW",2016
75,PRM-AG04-10d,Centro,https://wikidata.org/entity/Q1763376,A.G._Economia_y_Hacienda_/_Agencia_Tributaria,Calle_de_Sacramento_4,https://wikidata.org/entity/Q26913064,4474010.51,439687.55,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW",2017
76,PRM-AG04-10e,Centro,https://wikidata.org/entity/Q1763376,A.G._Economia_y_Hacienda_/_Agencia_Tributaria,Calle_de_Sacramento_4,https://wikidata.org/entity/Q26913064,4474010.51,439687.55,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW",2017
77,PRM-AG04-10f,Centro,https://wikidata.org/entity/Q1763376,A.G._Economia_y_Hacienda_/_Agencia_Tributaria,Calle_de_Sacramento_4,https://wikidata.org/entity/Q26913064,4474010.51,439687.55,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW",2017
78,PRM-AG04-10g,Centro,https://wikidata.org/entity/Q1763376,A.G._Economia_y_Hacienda_/_Agencia_Tributaria,Calle_de_Sacramento_4,https://wikidata.org/entity/Q26913064,4474010.51,439687.55,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW",2017
79,PRM-AG04-10h,Centro,https://wikidata.org/entity/Q1763376,A.G._Economia_y_Hacienda_/_Agencia_Tributaria,Calle_de_Sacramento_4,https://wikidata.org/entity/Q26913064,4474010.51,439687.55,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW",2017
80,PRM-AG04-10i,Centro,https://wikidata.org/entity/Q1763376,A.G._Economia_y_Hacienda_/_Agencia_Tributaria,Calle_de_Sacramento_4,https://wikidata.org/entity/Q26913064,4474010.51,439687.55,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW",2017
81,PRM-AG04-,Centro,https://wikidata.org/entity/Q1763376,A.G._Economia_y_Hacienda_/_Agencia_Tributaria,Calle_de_Sacramento_4,https://wikidata.org/entity/Q26913064,4474010.51,439687.55,1,Mennekes,https://wikidata.org/entity/Q1262665,"7,3_KW_32_A_configuracion__mono",2018
82,PRM-AG04-,Centro,https://wikidata.org/entity/Q1763376,A.G._Economia_y_Hacienda_/_Agencia_Tributaria,Calle_de_Sacramento_4,https://wikidata.org/entity/Q26913064,4474010.51,439687.55,1,Mennekes,https://wikidata.org/entity/Q1262665,"7,3_KW_32_A_configuracion__mono",2018
83,PRM-AG04-,Centro,https://wikidata.org/entity/Q1763376,A.G._Economia_y_Hacienda_/_Agencia_Tributaria,Calle_de_Sacramento_4,https://wikidata.org/entity/Q26913064,4474010.51,439687.55,1,Mennekes,https://wikidata.org/entity/Q1262665,"7,3_KW_32_A_configuracion__mono",2018
