id,CODIGO,DISTRITO,same_as_wikidata_distrito,EDIFICIO,Direccion,same_as_wikidata_Direccion,COORDENADA Y,COORDENADA X,TERMINALES,CONECTORES,same_as_wikidata_CONECTORES,POTENCIA,ANYO INSTALACION
167,PRM-AG05-02a,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,"A.G._Salud,_Seguridad_y_Emergencias_/_PM_/_Unidad_Medio_Ambiente",Calle_de_Ganaderia_3,,4474148.53,438088.56,1,Chademo_-_COMBO,https://wikidata.org/entity/Q66024981,22_kW_corriente_continua,2019
168,PRM-AG08-01,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,A.G._Medio_Ambiente_y_Movilidad_/_Agentes_movilidad,"Calle_de_Pista,_4_pabellon_de_Mayorales",,4474354.9,438396.1,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW",2016
169,PRM-AG08-,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,A.G._Medio_Ambiente_y_Movilidad_/_Centro_Municipal_de_Acustica,"M-30_p.K.21,700,_Vivero_Migas_Calientes",,4477226.9,437202.3,1,Mennekes_Manguera,https://wikidata.org/entity/Q1262665,32_A_monofasico,2018
170,PRM-AG08-,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,A.G._Medio_Ambiente_y_Movilidad_/_Agentes_movilidad,Paseo_Viejo_4_(Casa_de_Campo),https://wikidata.org/entity/Q1046524,4474468.6,438527.3,1,Mennekes_manguera,https://wikidata.org/entity/Q1262665,32_A_monofasico,2018
171,PRM-AG08-,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,A.G._Medio_Ambiente_y_Movilidad_/_Agentes_movilidad,Paseo_Viejo_4_(Casa_de_Campo),https://wikidata.org/entity/Q1046524,4474468.6,438527.3,1,Mennekes_manguera,https://wikidata.org/entity/Q1262665,32_A_monofasico,2018
172,PRM-AG08-,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,A.G._Medio_Ambiente_y_Movilidad_/_Agentes_movilidad,Paseo_Viejo_4_(Casa_de_Campo),https://wikidata.org/entity/Q1046524,4474468.6,438527.3,1,Mennekes_manguera,https://wikidata.org/entity/Q1262665,32_A_monofasico,2018
173,PRM-AG08-,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,A.G._Medio_Ambiente_y_Movilidad_/_Agentes_movilidad,Paseo_Viejo_4_(Casa_de_Campo),https://wikidata.org/entity/Q1046524,4474468.6,438527.3,1,Mennekes_manguera,https://wikidata.org/entity/Q1262665,32_A_monofasico,2018
174,PRM-AG08-,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,A.G._Medio_Ambiente_y_Movilidad_/_Agentes_movilidad,Paseo_Viejo_4_(Casa_de_Campo),https://wikidata.org/entity/Q1046524,4474468.6,438527.3,1,Mennekes_manguera,https://wikidata.org/entity/Q1262665,32_A_monofasico,2018
175,PRM-AG08-,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,A.G._Medio_Ambiente_y_Movilidad_/_Agentes_movilidad,Paseo_Viejo_4_(Casa_de_Campo),https://wikidata.org/entity/Q1046524,4474468.6,438527.3,1,Mennekes_manguera,https://wikidata.org/entity/Q1262665,32_A_monofasico,2018
176,PRM-AG08-,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,A.G._Medio_Ambiente_y_Movilidad_/_Agentes_movilidad,Paseo_Viejo_4_(Casa_de_Campo),https://wikidata.org/entity/Q1046524,4474468.6,438527.3,1,Mennekes_manguera,https://wikidata.org/entity/Q1262665,32_A_monofasico,2018
177,PRM-AG08-,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,A.G._Medio_Ambiente_y_Movilidad_/_Agentes_movilidad,Paseo_Viejo_4_(Casa_de_Campo),https://wikidata.org/entity/Q1046524,4474468.6,438527.3,1,Mennekes_manguera,https://wikidata.org/entity/Q1262665,32_A_monofasico,2018
178,PRM-AG08-,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,A.G._Medio_Ambiente_y_Movilidad_/_Agentes_movilidad,Paseo_Viejo_4_(Casa_de_Campo),https://wikidata.org/entity/Q1046524,4474468.6,438527.3,1,Mennekes_manguera,https://wikidata.org/entity/Q1262665,32_A_monofasico,2019
179,PRM-AG08-,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,A.G._Medio_Ambiente_y_Movilidad_/_Agentes_movilidad,Paseo_Viejo_4_(Casa_de_Campo),https://wikidata.org/entity/Q1046524,4474468.6,438527.3,1,Mennekes_manguera,https://wikidata.org/entity/Q1262665,32_A_monofasico,2019
180,PRM-AG08-01a,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,A.G._Medio_Ambiente_y_Movilidad_/_Rosaleda,"Paseo_Camoens,_s/n_PALACETE_FERROVIARIOS",https://wikidata.org/entity/Q42251452,4476198.4,438437,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_K_Plug_T2_Monofasico",2017
181,PRM-AG08-01b,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,A.G._Medio_Ambiente_y_Movilidad_/_Rosaleda,"Paseo_Camoens,_s/n_PALACETE_FERROVIARIOS",https://wikidata.org/entity/Q42251452,4476198.4,438437,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_K_Plug_T2_Monofasico",2017
182,PRM-AG08-01c,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,A.G._Medio_Ambiente_y_Movilidad_/_Rosaleda,"Paseo_Camoens,_s/n_PALACETE_FERROVIARIOS",https://wikidata.org/entity/Q42251452,4476198.4,438437,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_K_Plug_T2_Monofasico",2017
183,PRM-AG08-01d,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,A.G._Medio_Ambiente_y_Movilidad_/_Rosaleda,"Paseo_Camoens,_s/n_PALACETE_FERROVIARIOS",https://wikidata.org/entity/Q42251452,4476198.4,438437,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_K_Plug_T2_Monofasico",2017
184,PRM-AG08-01e,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,A.G._Medio_Ambiente_y_Movilidad_/_Rosaleda,"Paseo_Camoens,_s/n_PALACETE_FERROVIARIOS",https://wikidata.org/entity/Q42251452,4476198.4,438437,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_K_Plug_T2_Monofasico",2017
185,PRM-AG08-01f,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,A.G._Medio_Ambiente_y_Movilidad_/_Rosaleda,"Paseo_Camoens,_s/n_PALACETE_FERROVIARIOS",https://wikidata.org/entity/Q42251452,4476198.4,438437,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_K_Plug_T2_Monofasico",2017
186,PRM-JM09-01,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,J.M.D._Moncloa,"Plaza_Moncloa,_1_(Calle_de_Isaac_Peral)",https://wikidata.org/entity/Q6080211,4476284.53,439098.58,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW",2016
187,PRM-AG05-08,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,"A.G._Salud,_Seguridad_y_Emergencias_/_PM_(Pabellon_USA)","Ronda_Lago,_6",,4474148.53,438088.56,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW",2017
188,PRM-AG05-08,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,"A.G._Salud,_Seguridad_y_Emergencias_/_PM_(Pabellon_USA)","Ronda_Lago,_6",,4474148.53,438088.56,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW",2017
189,PRM-AG05-08,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,"A.G._Salud,_Seguridad_y_Emergencias_/_PM_(Pabellon_USA)","Ronda_Lago,_6",,4474148.53,438088.56,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW",2017
190,PRM-AG05-08,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,"A.G._Salud,_Seguridad_y_Emergencias_/_PM_(Pabellon_USA)","Ronda_Lago,_6",,4474148.53,438088.56,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW",2017
191,PRM-AG08-06a,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,A.G._Medio_Ambiente_y_Movilidad_/_Rosaleda,Rosaleda_Parque_del_Oeste,https://wikidata.org/entity/Q2369398,4475349.9,439051.7,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW",2017
192,PRM-AG08-06b,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,A.G._Medio_Ambiente_y_Movilidad_/_Rosaleda,Rosaleda_Parque_del_Oeste,https://wikidata.org/entity/Q2369398,4475349.9,439051.7,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW",2017
193,PRM-JM,Moratalaz,https://wikidata.org/entity/Q2076109,J.M.D_Moratalaz,"Calle_de_Fuente_Carrantona,_6",https://wikidata.org/entity/Q28936137,4472194.42,445952.51,1,Mennekes_Manguera,https://wikidata.org/entity/Q1262665,32_A_monofasico,2019
194,PRM-JM14-01,Moratalaz,https://wikidata.org/entity/Q2076109,J.M.D._Moratalaz,"Calle_de_Fuente_de_Carrantona,_8",https://wikidata.org/entity/Q28936137,4472194.42,445952.51,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW",2016
195,PRM-AG05-04c,Puente_de_Vallecas,https://wikidata.org/entity/Q2003054,"A.G._Salud,_Seguridad_y_Emergencias_/_PM_/_UID_PUENTE_DE_VALLECAS"," Calle_de_Puerto_de_Cardoso,_3",,4471163.6,444605.6,1,Mennekes_/_Schuco,https://wikidata.org/entity/Q1262665,32_A_monofasico,2019
196,PRM-JM,Puente_de_Vallecas,https://wikidata.org/entity/Q2003054,J.M.D_Puente_de_Vallecas,Centro_Cultural_Lope_de_Vega_(Concejo_de_Teverga_1),,4471058.1,443082.6,1,Mennekes_Manguera,https://wikidata.org/entity/Q1262665,32_A_Trifasico,2018
197,PRM-JM,Retiro,https://wikidata.org/entity/Q2002296,J.M.D_Retito_(Aparcamiento_de_Daoiz_y_Velarde),"Avenida_de_la_Ciudad_de_Barcelona,_162",https://wikidata.org/entity/Q5714227,4472846.1,442637.6,1,Mennekes_Manguera,https://wikidata.org/entity/Q1262665,16_A_monofasico,2018
198,PRM-AG05-10a,Retiro,https://wikidata.org/entity/Q2002296,"A.G._Salud,_Seguridad_y_Emergencias_/_Madrid_Salud_/_SEDE_DEL_ORGANISMO_AUTONOMO_MADRID_SALUD",Avenida_Mediterraneo_62,,4473257.8,443553.6,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW_Plug_T2_circutor",2017
199,PRM-AG05-10b,Retiro,https://wikidata.org/entity/Q2002296,"A.G._Salud,_Seguridad_y_Emergencias_/_Madrid_Salud_/_SEDE_DEL_ORGANISMO_AUTONOMO_MADRID_SALUD",Avenida_Mediterraneo_62,,4473257.8,443553.6,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW_Plug_T2_circutor",2017
200,PRM-AG02-01a,Retiro,https://wikidata.org/entity/Q2002296,A.G._Coordinacion_Territorial_y_Asociaciones_/_SGT,Calle_de_Montalban_1,https://wikidata.org/entity/Q29903983,4474415.49,441281.55,1,Mennekes/Schuko,https://wikidata.org/entity/Q1262665,"3,7_kW",2016
201,PRM-AG02-01b,Retiro,https://wikidata.org/entity/Q2002296,A.G._Coordinacion_Territorial_y_Asociaciones_/_SGT,Calle_de_Montalban_1,https://wikidata.org/entity/Q29903983,4474415.49,441281.55,1,Mennekes/Schuko,https://wikidata.org/entity/Q1262665,"3,7_kW",2016
202,PRM-AG08-07a,Retiro,https://wikidata.org/entity/Q2002296,A.G._Medio_Ambiente_y_Movilidad_/_SGT,Calle_de_Montalban_1,https://wikidata.org/entity/Q29903983,4474415.49,441281.55,1,Mennekes,https://wikidata.org/entity/Q1262665,32_A_gestion_potencia_plataforma_IBIL,2017
203,PRM-AG08-07b,Retiro,https://wikidata.org/entity/Q2002296,A.G._Medio_Ambiente_y_Movilidad_/_SGT,Calle_de_Montalban_1,https://wikidata.org/entity/Q29903983,4474415.49,441281.55,1,Mennekes,https://wikidata.org/entity/Q1262665,32_A_gestion_potencia_plataforma_IBIL,2017
204,PRM-AG08-07c,Retiro,https://wikidata.org/entity/Q2002296,A.G._Medio_Ambiente_y_Movilidad_/_SGT,Calle_de_Montalban_1,https://wikidata.org/entity/Q29903983,4474415.49,441281.55,1,Mennekes,https://wikidata.org/entity/Q1262665,32_A_gestion_potencia_plataforma_IBIL,2017
205,PRM-AG08-07d,Retiro,https://wikidata.org/entity/Q2002296,A.G._Medio_Ambiente_y_Movilidad_/_SGT,Calle_de_Montalban_1,https://wikidata.org/entity/Q29903983,4474415.49,441281.55,1,Mennekes,https://wikidata.org/entity/Q1262665,32_A_gestion_potencia_plataforma_IBIL,2017
206,PRM-AG08-07e,Retiro,https://wikidata.org/entity/Q2002296,A.G._Medio_Ambiente_y_Movilidad_/_SGT,Calle_de_Montalban_1,https://wikidata.org/entity/Q29903983,4474415.49,441281.55,1,Mennekes,https://wikidata.org/entity/Q1262665,32_A_gestion_potencia_plataforma_IBIL,2017
207,PRM-AG08-07f,Retiro,https://wikidata.org/entity/Q2002296,A.G._Medio_Ambiente_y_Movilidad_/_SGT,Calle_de_Montalban_1,https://wikidata.org/entity/Q29903983,4474415.49,441281.55,1,Mennekes,https://wikidata.org/entity/Q1262665,32_A_gestion_potencia_plataforma_IBIL,2017
208,PRM-AG03-02a,Retiro,https://wikidata.org/entity/Q2002296,"A.G._Portavoz,_Coordinacion_Junta_de_Gobierno_y_Relaciones_con_el_Pleno_-_SGT_Coordinacion_Territorial",Calle_de_Montalban_1,https://wikidata.org/entity/Q29903983,4474415.49,441281.55,1,Mennekes,https://wikidata.org/entity/Q1262665,32_A_gestion_potencia_plataforma_IBIL,2017
209,PRM-AG03-01c,Retiro,https://wikidata.org/entity/Q2002296,"A.G._Portavoz,_Coordinacion_Junta_de_Gobierno_y_Relaciones_con_el_Pleno_-_SGT_Coordinacion_Territorial",Calle_de_Montalban_1,https://wikidata.org/entity/Q29903983,4474415.49,441281.55,1,Mennekes,https://wikidata.org/entity/Q1262665,32_A_gestion_potencia_plataforma_IBIL,2017
210,PRM-AG03-01a,Retiro,https://wikidata.org/entity/Q2002296,"A.G._Portavoz,_Coordinacion_Junta_de_Gobierno_y_Relaciones_con_el_Pleno_-_SGT_Portavoz",Calle_de_Montalban_1,https://wikidata.org/entity/Q29903983,4474415.49,441281.55,1,Mennekes,https://wikidata.org/entity/Q1262665,32_A_gestion_potencia_plataforma_IBIL,2017
211,PRM-AL01-01a,Retiro,https://wikidata.org/entity/Q2002296,Alcaldia_Aparcamiento_Cibeles,Calle_de_Montalban_1,https://wikidata.org/entity/Q29903983,4474415.49,441281.55,1,Mennekes/Schuko,https://wikidata.org/entity/Q1262665,33_A_gestion_potencia_plataforma_IBIL,2017
212,PRM-AL01-01b,Retiro,https://wikidata.org/entity/Q2002296,Alcaldia_Aparcamiento_Cibeles,Calle_de_Montalban_1,https://wikidata.org/entity/Q29903983,4474415.49,441281.55,1,Mennekes/Schuko,https://wikidata.org/entity/Q1262665,34_A_gestion_potencia_plataforma_IBIL,2017
213,PRM-AG09-01,Retiro,https://wikidata.org/entity/Q2002296,A.G._Cultura_y_Deportes,Calle_de_Montalban_1,https://wikidata.org/entity/Q29903983,4474415.49,441281.55,1,Mennekes,https://wikidata.org/entity/Q1262665,32_A_gestion_potencia_plataforma_IBIL,2019
214,PRM-AG08-04a,Salamanca,https://wikidata.org/entity/Q1773521,A.G._Medio_Ambiente_y_Movilidad_/_RESIDUOS,"Calle_de_General_Diaz_Poltier,_Canton",,4475737.2,442681,1,Mennekes,https://wikidata.org/entity/Q1262665,32_A_trifasico_22_Kw,2017
215,PRM-AG08-04b,Salamanca,https://wikidata.org/entity/Q1773521,A.G._Medio_Ambiente_y_Movilidad_/_RESIDUOS,"Calle_de_General_Diaz_Poltier,_Canton",,4475737.2,442681,1,Mennekes,https://wikidata.org/entity/Q1262665,32_A_trifasico_22_Kw,2017
216,PRM-AG08-04c,Salamanca,https://wikidata.org/entity/Q1773521,A.G._Medio_Ambiente_y_Movilidad_/_RESIDUOS,"Calle_de_General_Diaz_Poltier,_Canton",,4475737.2,442681,1,Mennekes,https://wikidata.org/entity/Q1262665,32_A_trifasico_22_Kw,2017
217,PRM-AG08-04c,Salamanca,https://wikidata.org/entity/Q1773521,A.G._Medio_Ambiente_y_Movilidad_/_RESIDUOS,"Calle_de_General_Diaz_Poltier,_Canton",,4475737.2,442681,1,Mennekes,https://wikidata.org/entity/Q1262665,32_A_trifasico_22_Kw,2018
218,PRM-AG08-04c,Salamanca,https://wikidata.org/entity/Q1773521,A.G._Medio_Ambiente_y_Movilidad_/_RESIDUOS,"Calle_de_General_Diaz_Poltier,_Canton",,4475737.2,442681,1,Mennekes,https://wikidata.org/entity/Q1262665,32_A_trifasico_22_Kw,2018
219,PRM-AG08-04c,Salamanca,https://wikidata.org/entity/Q1773521,A.G._Medio_Ambiente_y_Movilidad_/_RESIDUOS,"Calle_de_General_Diaz_Poltier,_Canton",,4475737.2,442681,1,Mennekes,https://wikidata.org/entity/Q1262665,32_A_trifasico_22_Kw,2018
220,PRM-AG08-04c,Salamanca,https://wikidata.org/entity/Q1773521,A.G._Medio_Ambiente_y_Movilidad_/_RESIDUOS,"Calle_de_General_Diaz_Poltier,_Canton",,4475737.2,442681,1,Mennekes,https://wikidata.org/entity/Q1262665,32_A_trifasico_22_Kw,2018
221,PRM-AG08-04c,Salamanca,https://wikidata.org/entity/Q1773521,A.G._Medio_Ambiente_y_Movilidad_/_RESIDUOS,"Calle_de_General_Diaz_Poltier,_Canton",,4475737.2,442681,1,Mennekes,https://wikidata.org/entity/Q1262665,32_A_trifasico_22_Kw,2018
222,PRM-AG05-11a,Salamanca,https://wikidata.org/entity/Q1773521,"A.G._Salud,_Seguridad_y_Emergencias_/_Madrid_Salud_/_MONTESA",Calle_de_Montesa_22,https://wikidata.org/entity/Q28070795,4475781.4,44309.8,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_KW_Plug_T2_monofasico",2017
223,PRM-AG05-11b,Salamanca,https://wikidata.org/entity/Q1773521,"A.G._Salud,_Seguridad_y_Emergencias_/_Madrid_Salud_/_MONTESA",Calle_de_Montesa_22,https://wikidata.org/entity/Q28070795,4475781.4,44309.8,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_KW_Plug_T2_monofasico",2017
224,PRM-AG05-05a,Salamanca,https://wikidata.org/entity/Q1773521,"A.G._Salud,_Seguridad_y_Emergencias_/_PM_/_UID_Salamanca",Calle_de_Pedro_Heredia_n_36,,4475898.6,443937.7,1,Mennekes_Manguera,https://wikidata.org/entity/Q1262665,32_A_gestion_potencia,2018
225,PRM-AG05-05b,Salamanca,https://wikidata.org/entity/Q1773521,"A.G._Salud,_Seguridad_y_Emergencias_/_PM_/_UID_Salamanca",Calle_de_Pedro_Heredia_n_36,,4475898.6,443937.7,1,Mennekes_Manguera,https://wikidata.org/entity/Q1262665,32_A_gestion_potencia,2018
226,PRM-AG05-05c,Salamanca,https://wikidata.org/entity/Q1773521,"A.G._Salud,_Seguridad_y_Emergencias_/_PM_/_UID_Salamanca",Calle_de_Pedro_Heredia_n_36,,4475898.6,443937.7,1,Mennekes_Manguera,https://wikidata.org/entity/Q1262665,32_A_gestion_potencia,2018
227,PRM-AG05-04c,Salamanca,https://wikidata.org/entity/Q1773521,"A.G._Salud,_Seguridad_y_Emergencias_/_PM_/_UID_RUFINO_BLANCO","Calle_de_Rufino_Blanco,_2",,4475741.5,443523.4,1,Mennekes_/_Schuco,https://wikidata.org/entity/Q1262665,32_A_monofasico,2019
228,PRM-JM20-01a,San_Blas,https://wikidata.org/entity/Q2001937,J.M.D._San_Blas-Canillejas,"Avenida_Arcentales,_28",https://wikidata.org/entity/Q56155322,4476358.2,448301.8,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_KW_Plug_T2_monofasico",2017
229,PRM-JM,San_Blas,https://wikidata.org/entity/Q2001937,J.M.D._San_Blas-Canillejas,"Avenida_Arcentales,_28",https://wikidata.org/entity/Q56155322,4476358.2,448301.8,1,Mennekes,https://wikidata.org/entity/Q1262665,32_A_trifasico,2019
230,PRM-AL01-10,San_Blas,https://wikidata.org/entity/Q2001937,Alcaldia_/_IAM,Calle_de_Albarracin_33,,4475949.43,446478.55,1,Mennekes,https://wikidata.org/entity/Q1262665,,2016
231,PRM-AG05-04c,San_Blas,https://wikidata.org/entity/Q2001937,"A.G._Salud,_Seguridad_y_Emergencias_/_PM_/_UID_SAN_BLAS_CANILLEJAS","Calle_de_Estocolmo,_91",https://wikidata.org/entity/Q28972118,4476297.1,448810.3,2,Yazaki_con_manguera,https://wikidata.org/entity/Q1926640,16_A_monofasico,2019
232,PRM-AG08-,San_Blas,https://wikidata.org/entity/Q2001937,A.G._Medio_Ambiente_y_Movilidad_/_Agentes_movilidad,Calle_de_Albarracin_33,,4475949.43,446478.55,1,Mennekes_manguera,https://wikidata.org/entity/Q1262665,32_A_monofasico,2018
233,PRM-AG08-,San_Blas,https://wikidata.org/entity/Q2001937,A.G._Medio_Ambiente_y_Movilidad_/_Agentes_movilidad,Calle_de_Albarracin_33,,4475949.43,446478.55,1,Mennekes_manguera,https://wikidata.org/entity/Q1262665,32_A_monofasico,2018
234,PRM-AG05-06a,Tetuán,https://wikidata.org/entity/Q1773540,"A.G._Salud,_Seguridad_y_Emergencias_/_PM_/_UID_Tetuan",Avenida_de_Asturias_n_68,https://wikidata.org/entity/Q30300905,4480640.2,440838.4,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW",2017
235,PRM-AG05-06b,Tetuán,https://wikidata.org/entity/Q1773540,"A.G._Salud,_Seguridad_y_Emergencias_/_PM_/_UID_Tetuan",Avenida_de_Asturias_n_68,https://wikidata.org/entity/Q30300905,4480640.2,440838.4,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW",2017
236,PRM-JM06-01a,Tetuán,https://wikidata.org/entity/Q1773540,J.M.D._Tetuan,"Calle_de_Bravo_Murillo,_357",https://wikidata.org/entity/Q5740815,4479822.4,441300.4,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW_Plug_T2_Circutor_simple_monofasico",2017
237,PRM-JM,Usera,https://wikidata.org/entity/Q953368,J.M.D_Usera,"Avenida_Rafaela_Ybarra,_41",,4470649.8,439769.8,1,Mennekes_Manguera,https://wikidata.org/entity/Q1262665,16_A_monofasico,2018
238,PRM-AG05-,Usera,https://wikidata.org/entity/Q953368,"A.G._Salud,_Seguridad_y_Emergencias_/_PM_/_UID_Tetuan","Calle_de_del_Dr._Tolosa_Latour,_7",,4469852.6,440494.4,1,yazaki,https://wikidata.org/entity/Q1926640,16_A_manguera_Yazaki,2018
239,PRM-AG05-,Usera,https://wikidata.org/entity/Q953368,"A.G._Salud,_Seguridad_y_Emergencias_/_PM_/_UID_Tetuan","Calle_de_del_Dr._Tolosa_Latour,_7",,4469852.6,440494.4,1,Mennekes,https://wikidata.org/entity/Q1262665,32_A_manguera,2018
240,PRM-JM,Vicálvaro,https://wikidata.org/entity/Q589403,J.M.D._Vicalvaro,"Plaza_Don_Antonio_de_Andres,_18",,4472790.8,448688.9,1,Mennekes_Manguera,https://wikidata.org/entity/Q1262665,16_A_monofasico,2018
241,PRM-JM,Vicálvaro,https://wikidata.org/entity/Q589403,J.M.D._Vicalvaro,"Plaza_Don_Antonio_de_Andres,_18",,4472790.8,448688.9,1,Mennekes_Manguera,https://wikidata.org/entity/Q1262665,16_A_monofasico,2019
242,PRM-AG05-04c,Vicálvaro,https://wikidata.org/entity/Q589403,"A.G._Salud,_Seguridad_y_Emergencias_/_PM_/_UID_VICALVARO","Paseo_Polideportivo,_138,",,4473271.6,449371,1,Mennekes_/_Schuco,https://wikidata.org/entity/Q1262665,32_A_monofasico,2019
243,PRM-AG05-04c,Villa_de_Vallecas,https://wikidata.org/entity/Q1947988,"A.G._Salud,_Seguridad_y_Emergencias_/_PM_/_UID_VILLA__DE_VALLECAS","Calle_de_Real_de_Arganda,_64",,4470229.4,447968.9,1,Mennekes_/_Schuco,https://wikidata.org/entity/Q1262665,32_A_monofasico,2019
244,PRM-AG01,Villa_de_Vallecas,https://wikidata.org/entity/Q1947988,A.G._Cultura._Almacen_municipal,Calle_de_Camino_de_Hormigueras_133,,4469744.2,445455.4,1,Mennekes_Manguera,https://wikidata.org/entity/Q1262665,16_A_monofasico,2019
245,PRM-JM,Villa_de_Vallecas,https://wikidata.org/entity/Q1947988,J.M.D_Villa_de_Vallecas,Calle_de_Federico_Garcia_Lorca_12,,4470206.1,447357,1,Mennekes_Manguera,https://wikidata.org/entity/Q1262665,16_A_monofasico,2018
246,PRM-AG08-08,Villa_de_Vallecas,https://wikidata.org/entity/Q1947988,A.G._Medio_Ambiente_y_Movilidad_/_VALDEMINGOMEZ,VALDEMINGOMEZ,https://wikidata.org/entity/Q6158730,4467895,452324,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW",2017
247,PRM-AG08-09,Villa_de_Vallecas,https://wikidata.org/entity/Q1947988,A.G._Medio_Ambiente_y_Movilidad_/_VALDEMINGOMEZ,VALDEMINGOMEZ,https://wikidata.org/entity/Q6158730,4467895,452324,1,Mennekes,https://wikidata.org/entity/Q1262665,16_A_monofasico,2018
248,PRM-JM17-01,Villaverde,https://wikidata.org/entity/Q919536,J.M.D._Villaverde,Calle_de_Arroyo_Bueno_53,,4466725.48,439602.47,1,Mennekes,https://wikidata.org/entity/Q1262665,"3,7_kW",2016
249,PRM-AG05-04c,Villaverde,https://wikidata.org/entity/Q919536,"A.G._Salud,_Seguridad_y_Emergencias_/_PM_/_UID_VILLAVERDE","Carr._de_Carabanchel_a_Villaverde,_105",,4467183.8,440081.4,1,Mennekes_/_Schuco,https://wikidata.org/entity/Q1262665,32_A_monofasico,2019
