empresa_cif;empresa_denominacion;plazas_ofertadas_inicio_numero;plazas_ofertadas_ampliacion_numero;destino_clasificacion;destino_denominacion;destino_precio;destino_año;plazas_vendidas_numero
B07012107;B the travel Brand;500;;Destinos Peninsulares e islas;ALMERIA: ESCENARIOS DE PELICULA, PAISAJE E HISTORIA;425.00;2019;97
B07012107;B the travel Brand;616;;Destinos Peninsulares e islas;COSTA DE CADIZ Y LOS PUEBLOS BLANCOS (EN TREN);425.00;2019;340
B07012107;B the travel Brand;112;;Destinos Peninsulares e islas;COSTA DE CADIZ Y LOS PUEBLOS BLANCOS (BUS);350.00;2019;62
B07012107;B the travel Brand;378;;Destinos Peninsulares e islas;ESENCIA DE ANDALUCIA: Granada, Córdoba, Málaga , Sevilla y Jaén;425.00;2019;129
B07012107;B the travel Brand;448;;Destinos Peninsulares e islas;ENCANTOS DE HUELVA;425.00;2019;147
B07012107;B the travel Brand;392;;Destinos Peninsulares e islas;ALGARVE, EL SUR DE PORTUGAL;425.00;2019;192
B07012107;B the travel Brand;500;;Destinos Peninsulares e islas;COSTA LISBOA;350.00;2019;230
B07012107;B the travel Brand;500;;Destinos Peninsulares e islas;NORTE DE PORTUGAL;350.00;2019;218
B07012107;B the travel Brand;500;;Destinos Peninsulares e islas;NORTE DE GALICIA, LOS ACANTILADOS MAS ALTOS DE EUROPA;400.00;2019;151
B07012107;B the travel Brand;224;;Destinos Peninsulares e islas;ASTURIAS EN VERDE Y NEGRO (TREN);400.00;2019;135
B07012107;B the travel Brand;112;;Destinos Peninsulares e islas;ASTURIAS EN VERDE Y NEGRO (BUS);335.00;2019;26
B07012107;B the travel Brand;350;;Destinos Peninsulares e islas;CANTABRIA Y LOS PICOS DE EUROPA;335.00;2019;159
B07012107;B the travel Brand;784;;Destinos Peninsulares e islas;EUSKADI, TRADICION Y VANGUARDIA;425.00;2019;301
B07012107;B the travel Brand;616;;Destinos Peninsulares e islas;TRILOGIA DEL BAZTAN (NORTE DE NAVARRA, GUIPUZCOA Y PAIS VASCO FRANCES);425.00;2019;289
B07012107;B the travel Brand;280;;Destinos Peninsulares e islas;REINO DE NAVARRA, CASTILLOS Y MONASTERIOS;425.00;2019;129
B07012107;B the travel Brand;312;;Destinos Peninsulares e islas;LOURDES, ANDORRA Y SABORES DEL PIRINEO ARAGONES;425.00;2019;120
B07012107;B the travel Brand;168;;Destinos Peninsulares e islas;LA ALBERCA, CANDELARIO , LA VERA Y LAS HURDES (TREN);375.00;2019;64
B07012107;B the travel Brand;112;;Destinos Peninsulares e islas;LA ALBERCA, CANDELARIO , LA VERA Y LAS HURDES (BUS);335.00;2019;18
B07012107;B the travel Brand;448;;Destinos Peninsulares e islas;TERUEL Y LOS PUEBLOS MAS BONITOS DE ESPAÑA;350.00;2019;221
B07012107;B the travel Brand;400;;Destinos Peninsulares e islas;ANTEQUERA;426.00;2019;214
B07012107;B the travel Brand;210;;Destinos Peninsulares e islas;PANTICOSA;425.00;2019;94
B07012107;B the travel Brand;350;;Destinos Peninsulares e islas;SAN SEBASTIAN - LOURDES - VALLE DE ARAN;425.00;2019;133
B07012107;B the travel Brand;400;;Destinos Peninsulares e islas;CORDOBA Y GRANADA;425.00;2019;203
B07012107;B the travel Brand;200;;Destinos Peninsulares e islas;RUTE;350.00;2019;11
B07012107;B the travel Brand;400;;Destinos Peninsulares e islas;GALICIA RIAS BAIXAS;390.00;2019;95
B07012107;B the travel Brand;423;;Destinos Internacionales;POLONIA;970.00;2019;303
B07012107;B the travel Brand;750;;Destinos Internacionales;ESCANDINAVIA;1200.00;2019;462
B07012107;B the travel Brand;405;;Destinos Internacionales;RUMANIA;950.00;2019;320
B07012107;B the travel Brand;300;;Destinos Internacionales;SERBIA;950.00;2019;142
B07012107;B the travel Brand;120;;Destinos Internacionales;CIUDADES HANSEATICAS;1090.00;2019;118
B07012107;B the travel Brand;700;;Destinos Internacionales;NORUEGA;1200.00;2019;692
B07012107;B the travel Brand;410;;Destinos Internacionales;MARRUECOS ;890.00;2019;260
B07012107;B the travel Brand;280;;Destinos Internacionales;COSTA DEL SOL, CEUTA Y MELILLA;775.00;2019;142
B07012107;B the travel Brand;210;;Destinos Internacionales;TURQUIA;950.00;2019;210
B07012107;B the travel Brand;500;;Destinos Internacionales;PORTUGAL DE NORTE A SUR;830.00;2019;80
B07012107;B the travel Brand;200;;Destinos Internacionales;ISRAEL TIERRA SANTA ;1200.00;2019;200
B07012107;B the travel Brand;240;;Destinos Internacionales;ALBANIA MONTENEGRO Y MACEDONIA;950.00;2019;134
B07012107;B the travel Brand;300;;Destinos Internacionales;CORFÚ: ANTIGUO REINO VENECIANO;895.00;2019;123
B07012107;B the travel Brand;450;;Destinos Internacionales;CORCEGA Y CERDEÑA;930.00;2019;344
B07012107;B the travel Brand;384;;Destinos Internacionales;MALTA;935.00;2019;195
B07012107;B the travel Brand;200;;Destinos Internacionales;CIUDADES IMPERIALES (PRG/VIE);950.00;2019;130
B07012107;B the travel Brand;600;;Destinos Internacionales;CIUDADES IMPERIALES (PRG/BUD);950.00;2019;426
B07012107;B the travel Brand;646;;Destinos Internacionales;ITALIA CLÁSICA;950.00;2019;391
B07012107;B the travel Brand;150;;Destinos Internacionales;ITALIA SUR;950.00;2019;150
B07012107;B the travel Brand;192;;Destinos Internacionales;ITALIA NORTE;950.00;2019;117
B07012107;B the travel Brand;400;;Destinos Internacionales;SICILIA;1040.00;2019;400
B07012107;B the travel Brand;400;;Destinos Internacionales;GRECIA;1095.00;2019;359
B07012107;B the travel Brand;384;;Destinos Internacionales;CROACIA (ZAG-DBV);1135.00;2019;345
B07012107;B the travel Brand;336;;Destinos Internacionales;CROACIA (DBV-ZAZ);1135.00;2019;338
B07012107;B the travel Brand;270;;Destinos Internacionales;IRLANDA;1175.00;2019;267
B07012107;B the travel Brand;560;;Destinos Internacionales;ESCOCIA;1200.00;2019;560
B07012107;B the travel Brand;270;;Destinos Internacionales;RUTA DE CARLOMAGNO;950.00;2019;249
B07012107;B the travel Brand;770;;Destinos Internacionales;PARIS - CASTILLOS DEL LOIRA;995.00;2019;477
B07012107;B the travel Brand;240;;Destinos Internacionales;BULGARIA;950.00;2019;230
B07012107;B the travel Brand;350;;Destinos Internacionales;SUIZA Y EL CORAZON DE LOS ALPES;1200.00;2019;339
B07012107;B the travel Brand;260;;Destinos Internacionales;PARIS PAISES BAJOS;950.00;2019;223
B07012107;B the travel Brand;450;;Destinos Internacionales;SUIZA Y BELLA ASTRIA (ZURICH - MUNICH);1045.00;2019;339
B07012107;B the travel Brand;168;;Destinos Internacionales;INGLATERRA;1095.00;2019;168
B07012107;B the travel Brand;658;;Destinos Internacionales;REPUBLICAS BALTICAS;1130.00;2019;364
B07012107;B the travel Brand;850;;Destinos Internacionales;SELVA NEGRA Y ALSACIA;995.00;2019;781
B07012107;B the travel Brand;400;;Destinos Internacionales;ALEMANIA;995.00;2019;262
B07012107;B the travel Brand;240;;Destinos Internacionales;BULGARIA, GRECIA Y MACEDONIA;1180.00;2019;151
B07012107;B the travel Brand;400;;Crucero;CRUCERO MEDITERRANEO ORIENTAL - MSC OPERA;1200.00;2019;216
B07012107;B the travel Brand;350;;Ciudades Internacionales;ESTANCIA EN PARIS;750.00;2019;272
B07012107;B the travel Brand;300;;Ciudades Internacionales;ESTANCIA EN BERLIN;750.00;2019;248
B07012107;B the travel Brand;308;;Ciudades Internacionales;ESTANCIA EN LONDRES;750.00;2019;197
B07012107;B the travel Brand;264;;Ciudades Internacionales;ESTANCIA EN PRAGA;750.00;2019;182
B07012107;B the travel Brand;120;;Ciudades Internacionales;ESTANCIA EN BUDAPEST;750.00;2019;119
B07012107;B the travel Brand;250;;Ciudades Internacionales;ESTANCIA EN MARRAKECH;650.00;2019;130
B07012107;B the travel Brand;300;;Gran Recorrido;VIETNAM;1480.00;2019;298
B07012107;B the travel Brand;150;;Gran Recorrido;GEORGIA;1180.00;2019;67
B07012107;B the travel Brand;180;;Gran Recorrido;INDIA CON VARANASI;1480.00;2019;155
B07012107;B the travel Brand;120;;Gran Recorrido;MALASIA;1480.00;2019;119
B07012107;B the travel Brand;150;;Gran Recorrido;MYANMAR;1480.00;2019;150
B07012107;B the travel Brand;375;;Gran Recorrido;CHINA ;1480.00;2019;344
B07012107;B the travel Brand;225;;Gran Recorrido;EGIPTO;1195.00;2019;225
B07012107;B the travel Brand;1080;;Gran Recorrido;RUSIA;1380.00;2019;981
B07012107;B the travel Brand;240;;Gran Recorrido;MÉXICO;1400.00;2019;126
B07012107;B the travel Brand;330;;Gran Recorrido;CUBA (HABANA- VARADERO);1395.00;2019;185
B07012107;B the travel Brand;120;;Gran Recorrido;CUBA (VARADERO -HABANA);1395.00;2019;81
B07012107;B the travel Brand;240;;Gran Recorrido;ARMENIA;1185.00;2019;196
B07012107;B the travel Brand;210;;Gran Recorrido;BALI;1480.00;2019;138
B07012107;B the travel Brand;120;;Gran Recorrido;NEPAL;1480.00;2019;115
B07012107;B the travel Brand;180;;Gran Recorrido;TAILANDIA;1480.00;2019;179
B07012107;B the travel Brand;240;;Gran Recorrido;LÍBANO;1480.00;2019;199
B07012107;B the travel Brand;180;;Gran Recorrido;KATHMANDÚ Y NORTE DE INDIA;1480.00;2019;109
B07012107;B the travel Brand;270;;Gran Recorrido;UZBEKISTAN;1480.00;2019;270
B07012107;B the travel Brand;240;;Gran Recorrido;SUDAFRICA;1480.00;2019;239
B07012107;B the travel Brand;120;;Gran Recorrido;CANADA ZONA FRANCOFONA;1480.00;2019;119
U88239678;Caminos 6,0;150;;Destinos Peninsulares e islas;ASTURIAS, MARINA LUCENCE Y PLAYA DE LAS CATEDRALES;275.00;2019;2
U88239678;Caminos 6,0;150;;Destinos Peninsulares e islas;GALICIA, RÍAS BAIXAS;325.00;2019;0
U88239678;Caminos 6,0;100;;Destinos Peninsulares e islas;GRANADA LEGADO NAZARI Y RUTA DEL CALIFATO;320.00;2019;0
U88239678;Caminos 6,0;150;;Destinos Peninsulares e islas;CADIZ, PUEBLOS BLANCOS ;415.00;2019;4
U88239678;Caminos 6,0;96;;Destinos Peninsulares e islas;ASTURIAS;415.00;2019;0
U88239678;Caminos 6,0;80;;Destinos Peninsulares e islas;GRANADA Y LAS ALPUJARRAS;425.00;2019;0
U88239678;Caminos 6,0;112;;Destinos Peninsulares e islas;CANTABRIA;415.00;2019;2
U88239678;Caminos 6,0;96;;Destinos Peninsulares e islas;HUELVA AL COMPLETO Y ALGARVE;425.00;2019;2
U88239678;Caminos 6,0;160;;Destinos Peninsulares e islas;CÁDIZ ;425.00;2019;8
U88239678;Caminos 6,0;96;;Destinos Peninsulares e islas;MÁLAGA;425.00;2019;0
U88239678;Caminos 6,0;64;;Destinos Peninsulares e islas;DELTA DEL EBRO Y MONASTERIOS;425.00;2019;0
U88239678;Caminos 6,0;300;;Destinos Peninsulares e islas;CASTILLA Y LEÓN;425.00;2019;2
U88239678;Caminos 6,0;1100;;Destinos Internacionales;GRANDES BELLEZAS DE TURQUIA;1140.00;2019;15
U88239678;Caminos 6,0;50;;Destinos Internacionales;BÁLTICOS;1080.00;2019;0
U88239678;Caminos 6,0;50;;Destinos Internacionales;BELLEZA DE LOS PAISES BÁLTICOS;1080.00;2019;0
U88239678;Caminos 6,0;176;;Destinos Internacionales;TIERRA SANTA Y JORDANIA;1200.00;2019;16
U88239678;Caminos 6,0;49;;Destinos Internacionales;NORUEGA, FIORDOS Y GLACIARES;1200.00;2019;7
U88239678;Caminos 6,0;196;;Destinos Internacionales;TOSCANA;950.00;2019;0
U88239678;Caminos 6,0;200;;Destinos Internacionales;ITALIA MÁGICA;950.00;2019;0
U88239678;Caminos 6,0;147;;Destinos Internacionales;LO MEJOR DE TIROL Y BAVIERA;950.00;2019;2
U88239678;Caminos 6,0;200;;Destinos Internacionales;PERLAS DE CENTROEUROPA;950.00;2019;9
U88239678;Caminos 6,0;168;;Destinos Internacionales;BULGARIA;895.00;2019;3
U88239678;Caminos 6,0;136;;Destinos Internacionales;CIUDADES IMPERIALES (ENTRADA POR PRAGA);950.00;2019;0
U88239678;Caminos 6,0;88;;Destinos Internacionales;CIUDADES IMPERIALES (ENTRADA POR VIENA);950.00;2019;0
U88239678;Caminos 6,0;208;;Destinos Internacionales;ENCANTOS DE CROACIA;1060.00;2019;21
U88239678;Caminos 6,0;64;;Destinos Internacionales;EGIPTO;1175.00;2019;2
U88239678;Caminos 6,0;200;;Destinos Internacionales;EGIPTO CUNA DE FARAONES;1095.00;2019;0
U88239678;Caminos 6,0;176;;Destinos Internacionales;ITALIA HISTÓRICA;950.00;2019;1
U88239678;Caminos 6,0;112;;Destinos Internacionales;PAÍSES BAJOS;990.00;2019;2
U88239678;Caminos 6,0;72;;Destinos Internacionales;RUMANIA;950.00;2019;0
U88239678;Caminos 6,0;152;;Destinos Internacionales;SICILIA;950.00;2019;13
U88239678;Caminos 6,0;64;;Destinos Internacionales;MARRUECOS (Tren);685.00;2019;0
U88239678;Caminos 6,0;88;;Destinos Internacionales;MARRUECOS (AVIÓN);799.00;2019;0
U88239678;Caminos 6,0;150;;Destinos Internacionales;JOYAS DE POLONIA;950.00;2019;10
U88239678;Caminos 6,0;240;;Ciudades Internacionales;BRUSELAS;748.00;2019;0
U88239678;Caminos 6,0;30;;Crucero;MARAVILLAS DEL MEDITERRANEO;985.00;2019;0
U88239678;Caminos 6,0;30;;Crucero;ESENCIA DE ITALIA;960.00;2019;0
U88239678;Caminos 6,0;30;;Crucero;ISLAS GRIEGAS;1200.00;2019;16
U88239678;Caminos 6,0;80;;Gran Recorrido;CUBA COLONIAL Y CAYO SANTA MARIA;1475.00;2019;0
U88239678;Caminos 6,0;100;;Gran Recorrido;NEPAL;1475.00;2019;0
U88239678;Caminos 6,0;175;;Gran Recorrido;SUDÁFRICA;1475.00;2019;24
U88239678;Caminos 6,0;280;;Gran Recorrido;CHINA;1480.00;2019;0
U88239678;Caminos 6,0;210;;Gran Recorrido;TAILANDIA;1475.00;2019;2
U88239678;Caminos 6,0;120;;Gran Recorrido;COSTA RICA, CULTURA Y NATURALEZA;1475.00;2019;2
U88239678;Caminos 6,0;132;;Gran Recorrido;KYRGYZSTÁN Y KAZAJSTÁN;1480.00;2019;3
U88239678;Caminos 6,0;252;;Gran Recorrido;EGIPTO - CUNA DE FARAONES;1095.00;2019;0
U88239678;Caminos 6,0;40;;Gran Recorrido;UZBEKISTAN;1475.00;2019;4
U88239678;Caminos 6,0;570;;Gran Recorrido;INCREIBLE INDIA;1290.00;2019;6
U88239678;Caminos 6,0;68;;Gran Recorrido;GUATEMALA;1480.00;2019;0
U88239678;Caminos 6,0;96;;Gran Recorrido;IRÁN TESOROS DE PERSIA;1395.00;2019;5
U88239678;Caminos 6,0;88;;Gran Recorrido;GEORGIA -ARMENIA;1450.00;2019;0
U88239678;Caminos 6,0;132;;Gran Recorrido;Matrioshkas de Rusia;1455.00;2019;2
U88239678;Caminos 6,0;42;;Gran Recorrido;LAPONIA, ISLAS LOFOTEN Y CABO NORTE;1480.00;2019;11
A04006706;Cemo;270;;Destinos Peninsulares e islas;CÁDIZ Y LOS PUEBLOS BLANCOS ;425.00;2019;118
A04006706;Cemo;270;;Destinos Peninsulares e islas;CANTABRIA;290.00;2019;56
A04006706;Cemo;216;;Destinos Peninsulares e islas;JAÉN Y SIERRA DE CAZORLA ;310.00;2019;73
A04006706;Cemo;270;;Destinos Peninsulares e islas;HUELVA: RUTA COLOMBINA Y ALGARVE ;420.00;2019;47
A04006706;Cemo;216;;Destinos Peninsulares e islas;HUESCA;350.00;2019;44
A04006706;Cemo;270;;Destinos Peninsulares e islas;EXTREMADURA: LEGADO HISTÓRICO;350.00;2019;72
A04006706;Cemo;216;;Destinos Peninsulares e islas;EL MAESTRAZGO, TIERRA DE TEMPLARIOS;340.00;2019;60
A04006706;Cemo;270;;Destinos Peninsulares e islas;CÓRDOBA - SEVILLA ;415.00;2019;70
A04006706;Cemo;270;;Destinos Peninsulares e islas;NAVARRA INEDITA;425.00;2019;89
A04006706;Cemo;270;;Destinos Peninsulares e islas;LO MEJOR DEL NORTE DE PORTUGAL;345.00;2019;93
A04006706;Cemo;270;;Destinos Peninsulares e islas;GERONA MEDIEVAL;425.00;2019;71
A04006706;Cemo;270;;Destinos Peninsulares e islas;MALAGA Y EL CAMINITO DEL REY;400.00;2019;187
A04006706;Cemo;270;;Destinos Peninsulares e islas;GALICIA: LAS RIAS BAIXAS;380.00;2019;55
A04006706;Cemo;270;;Destinos Peninsulares e islas;LA RIOJA;350.00;2019;75
A04006706;Cemo;270;;Destinos Peninsulares e islas;SEVILLA Y ALGARVE;425.00;2019;77
A04006706;Cemo;250;;Destinos Peninsulares e islas;PAIS VASCO AUTENTICO;350.00;2019;106
A04006706;Cemo;270;;Destinos Peninsulares e islas;PAÍS VASCO AL COMPLETO;425.00;2019;58
A04006706;Cemo;270;;Destinos Peninsulares e islas;ASTURIAS AL COMPLETO ;295.00;2019;62
A04006706;Cemo;270;;Destinos Peninsulares e islas;PORTUGAL AL COMPLETO;350.00;2019;97
A04006706;Cemo;260;;Destinos Internacionales;CROACIA ESLOVENIA?;950.00;2019;133
A04006706;Cemo;250;;Destinos Internacionales;TURQUIA;938.00;2019;102
A04006706;Cemo;250;;Destinos Internacionales;ITALIA MÁGICA;950.00;2019;66
A04006706;Cemo;250;;Destinos Internacionales;SICILIA AL COMPLETO;950.00;2019;58
A04006706;Cemo;250;;Destinos Internacionales;CENTRO EUROPA;950.00;2019;128
A04006706;Cemo;250;;Destinos Internacionales;AUSTRIA TIROL REGION DE LOS LAGOS;950.00;2019;103
A04006706;Cemo;250;;Destinos Internacionales;SELVA NEGRA;950.00;2019;118
A04006706;Cemo;250;;Destinos Internacionales;TOSCANA;950.00;2019;105
A04006706;Cemo;260;;Destinos Internacionales;MONTENEGRO, MACEDONIA Y ALBANIA;1070.00;2019;80
A04006706;Cemo;250;;Destinos Internacionales;BALTICOS;1080.00;2019;73
A04006706;Cemo;250;;Destinos Internacionales;ISRAEL Y JORDANIA;1200.00;2019;116
A04006706;Cemo;200;;Destinos Internacionales;EGIPTO - CUNA DE FARAONES;1095.00;2019;157
A04006706;Cemo;50;;Destinos Internacionales;CUNA DE FARAONES - OPCION II;950.00;2019;57
A04006706;Cemo;400;;Destinos Internacionales;POLONIA;950.00;2019;99
A04006706;Cemo;360;;Destinos Internacionales;DUBROVNIK, BELGRADO, SARAJEVO Y SOFIA;1065.00;2019;75
A04006706;Cemo;330;;Destinos Internacionales;FASCINANTE ESTAMBUL Y DUBAI;1200.00;2019;92
A04006706;Cemo;500;;Destinos Internacionales;ITALIA SUR;950.00;2019;86
A04006706;Cemo;500;;Destinos Internacionales;JOYAS DE REP CHECA, BOHEMIA Y BERLIN;950.00;2019;102
A04006706;Cemo;400;;Destinos Internacionales;ALEMANIA CLASICA;1050.00;2019;85
A04006706;Cemo;400;;Destinos Internacionales;ALEMANIA ROMANTICA;950.00;2019;87
A04006706;Cemo;400;;Destinos Internacionales;SUIZA, SELVA NEGRA Y RUTA ROMANTICA;1090.00;2019;87
A04006706;Cemo;400;;Destinos Internacionales;ENCANTOS DE SUIZA;1200.00;2019;93
A04006706;Cemo;350;;Destinos Internacionales;FINLANDIA Y LAS REPÚBLICAS BÁLTICAS;1200.00;2019;53
A04006706;Cemo;350;;Destinos Internacionales;MARAVILLAS DEL BÁLTICO Y SUECIA;1190.00;2019;110
A04006706;Cemo;350;;Destinos Internacionales;BELLEZAS DE ESCANDINAVIA;1195.00;2019;56
A04006706;Cemo;500;;Destinos Internacionales;PARIS, BRETAÑA Y NORMANDÍA;1050.00;2019;55
A04006706;Cemo;500;;Destinos Internacionales;BULGARIA;890.00;2019;80
A04006706;Cemo;500;;Destinos Internacionales;GRECIA MÍTICA;1020.00;2019;61
A04006706;Cemo;400;;Destinos Internacionales;LO MEJOR DE IRLANDA;1170.00;2019;85
A04006706;Cemo;400;;Destinos Internacionales;LO MEJOR DE INGLATERRA;1195.00;2019;63
A04006706;Cemo;500;;Destinos Internacionales;MALTA FASCINANTE;950.00;2019;47
A04006706;Cemo;500;;Destinos Internacionales;MARAVILLAS DE NORUEGA;1195.00;2019;89
A04006706;Cemo;500;;Destinos Internacionales;PARIS -- PAISES BAJOS ó Viceversa;1040.00;2019;113
A04006706;Cemo;500;;Destinos Internacionales;RUMANIA AL COMPLETO;890.00;2019;75
A04006706;Cemo;320;;Destinos Internacionales;MARRUECOS SUR IMPERIAL;790.00;2019;55
A04006706;Cemo;450;;Destinos Internacionales;PARIS - LONDRES ó Viceversa;1090.00;2019;37
A04006706;Cemo;270;;Ciudades Internacionales;COSTA DE LISBOA;695.00;2019;23
A04006706;Cemo;200;;Crucero;CRUCERO RHIN;1199.00;2019;75
A04006706;Cemo;250;;Crucero;CRUCERO POR EL DANUBIO;1199.00;2019;66
A04006706;Cemo;300;;Crucero;CRUCERO VOLGA NOCHES BLANCAS;1425.00;2019;41
A04006706;Cemo;198;;Gran Recorrido;UZBEKISTAN;1480.00;2019;84
A04006706;Cemo;126;;Gran Recorrido;VIETNAM;1480.00;2019;58
A04006706;Cemo;250;;Gran Recorrido;RUSIA A - LED/MOW;1455.00;2019;153
A04006706;Cemo;100;;Gran Recorrido;GUATEMALA;1480.00;2019;33
A04006706;Cemo;36;;Gran Recorrido;IRAN TESOROS DE PERSIA;1395.00;2019;46
A04006706;Cemo;80;;Gran Recorrido;GEORGIA -ARMENIA;1450.00;2019;51
A04006706;Cemo;500;;Gran Recorrido;CUBA (HABANA- VARADERO);1395.00;2019;47
A04006706;Cemo;200;;Gran Recorrido;MÉXICO;1395.00;2019;57
A04006706;Cemo;360;;Gran Recorrido;Argentina Maravillosa;1480.00;2019;65
A04006706;Cemo;500;;Gran Recorrido;ENCANTOS DEL ESTE CANADIENSE;1480.00;2019;81
A04006706;Cemo;500;;Gran Recorrido;CHINA LEGENDARIA;1480.00;2019;49
A04006706;Cemo;500;;Gran Recorrido;NUEVA YORK : LA GRAN MANZANA;1480.00;2019;116
A04006706;Cemo;400;;Gran Recorrido;INCREÍBLE SRI LANKA;1480.00;2019;41
A04006706;Cemo;500;;Gran Recorrido;SUDÁFRICA EXÓTICA;1480.00;2019;51
A04006706;Cemo;400;;Gran Recorrido;TAHILANDIA CLASICA;1480.00;2019;60
A04006706;Cemo;500;;Gran Recorrido;INCREIBLE INDIA;1290.00;2019;66
A28663219;Cibeles;384;;Destinos Peninsulares e islas;CADIZ Y PUEBLOS BLANCOS EN ALVIA;400.00;2019;288
A28663219;Cibeles;256;;Destinos Peninsulares e islas;GERONA Y SUR DE FRANCIA EN AVE;425.00;2019;256
A28663219;Cibeles;288;;Destinos Peninsulares e islas;HUElVA Y RUTA COLOMBINA;395.00;2019;247
A28663219;Cibeles;306;;Destinos Peninsulares e islas;PIRINEO ARAGONÉS Y ANDORRA EN AVE;375.00;2019;283
A28663219;Cibeles;384;;Destinos Peninsulares e islas;TESOROS DE LA COSTA DEL SOL EN AVE;400.00;2019;352
A28663219;Cibeles;256;;Destinos Peninsulares e islas;CORDOBA Y SEVILLA EN AVE;425.00;2019;134
A28663219;Cibeles;98;;Destinos Peninsulares e islas;PIRINEOS - RELAX , CULTURA Y NATURALEZA;425.00;2019;95
A28663219;Cibeles;252;;Destinos Peninsulares e islas;NAVARRA AUTÉNTICA;350.00;2019;225
A28663219;Cibeles;210;;Destinos Peninsulares e islas;PAIS VASCO AUTENTICO;350.00;2019;210
A28663219;Cibeles;324;;Destinos Peninsulares e islas;GRANADA;425.00;2019;207
A28663219;Cibeles;198;;Destinos Peninsulares e islas;PIRINEO NAVARRO - FRANCÉS;350.00;2019;191
A28663219;Cibeles;150;;Destinos Peninsulares e islas;GALICIA RIAS BAIXAS;380.00;2019;146
A28663219;Cibeles;175;;Destinos Peninsulares e islas;LA RIOJA;350.00;2019;95
A28663219;Cibeles;175;;Destinos Peninsulares e islas;CANTABRIA LOW COST;270.00;2019;126
A28663219;Cibeles;200;;Destinos Peninsulares e islas;NORTE DE PORTUGAL;350.00;2019;176
A28663219;Cibeles;352;;Destinos Peninsulares e islas;PORTUGAL: COSTA DE LISBOA;350.00;2019;291
A28663219;Cibeles;156;;Destinos Peninsulares e islas;ASTURIAS;295.00;2019;135
A28663219;Cibeles;320;;Destinos Peninsulares e islas;GALICIA MARIÑA LUCENSE EN TREN;395.00;2019;205
A28663219;Cibeles;144;;Destinos Peninsulares e islas;PAIS VASCO EN TREN;425.00;2019;144
A28663219;Cibeles;200;;Destinos Peninsulares e islas;LOS PUEBLOS MAS BONITOS DE TERUEL;350.00;2019;198
A28663219;Cibeles;70;;Destinos Internacionales;CAPITALES DE ALEMANIA;995.00;2019;70
A28663219;Cibeles;168;;Destinos Internacionales;BULGARIA;950.00;2019;142
A28663219;Cibeles;72;;Destinos Internacionales;CIUDADES HANSEATICAS;1090.00;2019;72
A28663219;Cibeles;90;;Destinos Internacionales;"CENTROEUROPA ""A"" (PRG-VIE)";950.00;2019;90
A28663219;Cibeles;80;;Destinos Internacionales;"CENTROEUROPA ""B"" (BUD - PRG)";950.00;2019;80
A28663219;Cibeles;110;;Destinos Internacionales;ESCOCIA;1200.00;2019;110
