TIPO_DATO,DIRECCION_COMPLETA,DIRECCION AUXILIAR,CLASE_VIAL,NOMBRE_VIAL,TIPO_NÚMERO,NÚMERO,COD_DISTRITO,DISTRITO,UTMX,UTMY,LATITUD,LONGITUD,Horario
Punto Limpio Móvil,"CallePríncipedeVergara,110",,Calle,Príncipe de Vergara,número,110,05,CHAMARTIN,442421.33,4476741.68,40.4393301262956,-3.67890999372858,"LUNES,MAÑANA,7:00,8:30"
Punto Limpio Móvil,"CalleSanMarcelo,6",,Calle,San Marcelo,número,6,15,CIUDAD LINEAL,444161.68,4475366.47,40.42706013,-3.658269994,"LUNES,MAÑANA,7:00,8:30"
Punto Limpio Móvil,"AvenidaDoctorArce,1IntersecciónconPlazadelaRepúblicaArgentina",Intersección con Plaza de la República Argentina,Avenida,Doctor Arce,número,1,05,CHAMARTIN,441900.66,4477410.63,40.44532013,-3.685109994,"LUNES,MAÑANA,8:45,10:15"
Punto Limpio Móvil,"CalleSanturce,IntersecciónconCalleLuisRuiz",Intersección con Calle Luis Ruiz,Calle,Santurce,,,15,CIUDAD LINEAL,446077.17,4475366.87,40.42719013,-3.635689994,"LUNES,MAÑANA,8:45,10:15"
Punto Limpio Móvil,"CallePradillo,22",,Calle,Pradillo,número,22,05,CHAMARTIN,442881.26,4477772.74,40.44865013,-3.673579994,"LUNES,MAÑANA,10:30,12:00"
Punto Limpio Móvil,"CalleGómezdeAvellaneda,14",,Calle,Gómez de Avellaneda,número,14,15,CIUDAD LINEAL,445480.21,4476101.61,40.43377013,-3.642789994,"LUNES,MAÑANA,10:30,12:00"
Punto Limpio Móvil,"PaseodelaDirección,328",,Paseo,de la Dirección,número,328,06,TETUAN,440313.76,4480160.56,40.46998013,-3.704079993,"LUNES,MAÑANA,10:30,12:00"
Punto Limpio Móvil,"CallePadreClaret,17",,Calle,Padre Claret,número,17,05,CHAMARTIN,443640.94,4477637.11,40.44748013,-3.664609994,"LUNES,MAÑANA,12:15,13:45"
Punto Limpio Móvil,"CalleHierbabuena,13",,Calle,Hierbabuena,número,13,06,TETUAN,440494.07,4479060.15,40.46008013,-3.701849994,"LUNES,TARDE,15:45,17:15"
Punto Limpio Móvil,"CalleJulioDánvila,1Frentealcolegio",Frente al colegio,Calle,Julio Dánvila,número,1,15,CIUDAD LINEAL,443458.44,4480309.3,40.47154013,-3.666999994,"LUNES,TARDE,19:15,20:45"
Punto Limpio Móvil,"CalleSaliente,Frentealnúmero10",Frente al número 10,Calle,Saliente,,,03,RETIRO,443446.55,4474466.02,40.41890013,-3.666619994,"LUNES,TARDE,19:15,20:45"
Punto Limpio Móvil,"CallePedroTeixeira,10IntersecciónconCallePoetaJoanMaragall",Intersección con Calle Poeta Joan Maragall,Calle,Pedro Teixeira,número,10,06,TETUAN,441286.56,4478482.2,40.45493013,-3.692449994,"LUNES,TARDE,19:15,20:45"
Punto Limpio Móvil,"CalleJuanDuque,IntersecciónconCalleFósforo",Intersección con Calle Fósforo,Calle,Juan Duque,,,02,ARGANZUELA,438941.39,4473524.5,40.41010013,-3.719629993,"MARTES,MAÑANA,7:00,8:30"
Punto Limpio Móvil,"CalleFernandoelCatólico,73",,Calle,Fernando el Católico,número,73,07,CHAMBERI,439239.86,4476218.44,40.43439013,-3.716369993,"MARTES,MAÑANA,7:00,8:30"
Punto Limpio Móvil,"PaseoEsperanza,21",,Paseo,Esperanza,número,21,02,ARGANZUELA,440234.97,4472511.69,40.40107013,-3.704289993,"MARTES,MAÑANA,8:45,10:15"
Punto Limpio Móvil,"CalleJoaquínMaríaLópez,54",,Calle,Joaquín María López,número,54,07,CHAMBERI,439312.53,4476603.04,40.43786013,-3.715549993,"MARTES,MAÑANA,8:45,10:15"
Punto Limpio Móvil,"CalleDiligencia,22IntersecciónconCallelaVioletera,frentealViverodeEmpresas","Intersección con Calle la Violetera, frente al Vivero de Empresas",Calle,Diligencia,número,22,13,PUENTE VALLECAS,444302.77,4470488.95,40.38313013,-3.656179994,"MARTES,MAÑANA,8:45,10:15"
Punto Limpio Móvil,"CalleFernandoPoo,Frenteelnúmero36,esquinaDivinoVallés","Frente el número 36, esquina Divino Vallés",Calle,Fernando Poo,,,02,ARGANZUELA,440606.99,4472014.76,40.39662013,-3.699859994,"MARTES,MAÑANA,10:30,12:00"
Punto Limpio Móvil,"CalleArrieta,15",,Calle,Arrieta,número,15,01,CENTRO,439675.8,4474526.5,40.41918013,-3.711069993,"MARTES,MAÑANA,10:30,12:00"
Punto Limpio Móvil,"CallePonzano,2",,Calle,Ponzano,número,2,07,CHAMBERI,440684.85,4476491.04,40.43695013,-3.699359994,"MARTES,MAÑANA,10:30,12:00"
Punto Limpio Móvil,"AvenidaSanDiego,78IntersecciónconCalleManuelMaroto",Intersección con Calle Manuel Maroto,Avenida,San Diego,número,78,13,PUENTE VALLECAS,443184.53,4471012.4,40.38777013,-3.669399994,"MARTES,MAÑANA,10:30,12:00"
Punto Limpio Móvil,"PaseoDelicias,68",,Paseo,Delicias,número,68,02,ARGANZUELA,441080.38,4472315.18,40.39936013,-3.694309994,"MARTES,MAÑANA,12:15,13:45"
Punto Limpio Móvil,"CalleFranciscodeRojas,11",,Calle,Francisco de Rojas,número,11,07,CHAMBERI,440624.47,4475722.24,40.43002013,-3.699999994,"MARTES,MAÑANA,12:15,13:45"
Punto Limpio Móvil,"CalleEnriqueGarcíaÁlvarez,Frentealnúmero10",Frente al número 10,Calle,Enrique García Álvarez,,,18,VILLA DE VALLECAS,447815.84,4470316.07,40.38180013,-3.614779994,"MARTES,MAÑANA,12:15,13:45"
Punto Limpio Móvil,"CalleFrayLuisdeLeón,IntersecciónconCalleJuanSebastianElcano,17","Intersección con Calle Juan Sebastian Elcano, 17",Calle,Fray Luis de León,,,02,ARGANZUELA,440713.46,4472921.95,40.40480013,-3.698689994,"MARTES,TARDE,14:00,15:30"
Punto Limpio Móvil,"CalleGarcíadeParedes,82",,Calle,García de Paredes,número,82,07,CHAMBERI,441208.65,4476442.5,40.43655013,-3.693179994,"MARTES,TARDE,14:00,15:30"
Punto Limpio Móvil,"AvenidaCelioVillalba,IntersecciónconCalleManizales",Intersección con Calle Manizales,Avenida,Celio Villalba,,,16,HORTALEZA,446022.61,4480624.5,40.47455013,-3.636779994,"MARTES,TARDE,14:00,15:30"
Punto Limpio Móvil,"CalleMarismas,24",,Calle,Marismas,número,24,13,PUENTE VALLECAS,444538.49,4472519.71,40.40144013,-3.653579994,"MARTES,TARDE,14:00,15:30"
Punto Limpio Móvil,"CalleFuentespina,10",,Calle,Fuentespina,número,10,18,VILLA DE VALLECAS,448482.94,4470052.83,40.37947013,-3.606899994,"MARTES,TARDE,14:00,15:30"
Punto Limpio Móvil,"CalleArganda,2Frentealnúmero2",Frente al número 2,Calle,Arganda,número,2,02,ARGANZUELA,439813.61,4472287.38,40.399104,-3.709351,"MARTES,TARDE,15:45,17:15"
Punto Limpio Móvil,"PlazaSanJuandelaCruz,3IntersecciónconCalleFernándezdelaHoz",Intersección con Calle Fernández de la Hoz,Plaza,San Juan de la Cruz,número,3,07,CHAMBERI,441112.59,4476955,40.44116013,-3.694359994,"MARTES,TARDE,15:45,17:15"
Punto Limpio Móvil,"CalleAlcalá,287IntersecciónconCalleBuenGobernador",Intersección con Calle Buen Gobernador,Calle,Alcalá,número,287,15,CIUDAD LINEAL,444506.16,4475947.8,40.43232013,-3.654259994,"MARTES,TARDE,15:45,17:15"
Punto Limpio Móvil,"CalleDoloresBarranco,50",,Calle,Dolores Barranco,número,50,12,USERA,440003.69,4470544.29,40.38333013,-3.706829993,"MARTES,TARDE,15:45,17:15"
Punto Limpio Móvil,"CalleCobre,Frentealnúmero5",Frente al número 5,Calle,Cobre,,,02,ARGANZUELA,441506.6,4471686.88,40.39373013,-3.689229994,"MARTES,TARDE,17:30,19:00"
Punto Limpio Móvil,"CalleSegovia,20",,Calle,Segovia,número,20,01,CENTRO,439571.88,4473948.99,40.41397013,-3.712239993,"MARTES,TARDE,17:30,19:00"
Punto Limpio Móvil,"CalleVallehermoso,Frentealnúmero50",Frente al número 50,Calle,Vallehermoso,,,07,CHAMBERI,439898.35,4476357.44,40.43569013,-3.708619993,"MARTES,TARDE,17:30,19:00"
Punto Limpio Móvil,"CalleHermanosMachado,IntersecciónconCalleLosCollados",Intersección con Calle Los Collados,Calle,Hermanos Machado,,,15,CIUDAD LINEAL,444949.64,4475812.43,40.43113013,-3.649019994,"MARTES,TARDE,17:30,19:00"
Punto Limpio Móvil,"CarreteradeCanillas,39IntersecciónconCalleAndrésObispo",Intersección con Calle Andrés Obispo,Carretera,de Canillas,número,39,16,HORTALEZA,445060.54,4479364.92,40.46314013,-3.648019994,"MARTES,TARDE,17:30,19:00"
Punto Limpio Móvil,"CalleRafaelFernándezHijicos,32",,Calle,Rafael Fernández Hijicos,número,32,13,PUENTE VALLECAS,446071.56,4471283.04,40.39040013,-3.635409994,"MARTES,TARDE,17:30,19:00"
Punto Limpio Móvil,"CalleEmbajadores,274",,Calle,Embajadores,número,274,02,ARGANZUELA,441501.17,4470772.24,40.38549013,-3.689209994,"MARTES,TARDE,19:15,20:45"
Punto Limpio Móvil,"AvenidaIslasFilipinas,32",,Avenida,Islas Filipinas,número,32,07,CHAMBERI,439926.37,4476890.05,40.44049013,-3.708339993,"MARTES,TARDE,19:15,20:45"
Punto Limpio Móvil,"AvenidaMadroños,61",,Avenida,Madroños,número,61,16,HORTALEZA,446340.39,4478598.57,40.45632013,-3.632859994,"MARTES,TARDE,19:15,20:45"
Punto Limpio Móvil,"CalleFresnedillas,9frente",frente,Calle,Fresnedillas,número,9,08,FUENCARRAL,437078.57,4481062.92,40.47787013,-3.742329993,"MIÉRCOLES,MAÑANA,7:00,8:30"
Punto Limpio Móvil,"AvenidadeAsturias,6Enlavíadeservicio",En la vía de servicio,Avenida,de Asturias,número,6,06,TETUAN,441261.48,4479932.15,40.46799013,-3.692879994,"MIÉRCOLES,MAÑANA,7:00,8:30"
Punto Limpio Móvil,"CalleRibadavia,27Lateralfrenteasupermercado",Lateral frente a supermercado,Calle,Ribadavia,número,27,08,FUENCARRAL,439928.95,4480487.78,40.47290013,-3.708649993,"MIÉRCOLES,MAÑANA,8:45,10:15"
Punto Limpio Móvil,"CalleSorÁngeladelaCruz,12",,Calle,Sor Ángela de la Cruz,número,12,06,TETUAN,441204.79,4478974.6,40.45936013,-3.693459994,"MIÉRCOLES,MAÑANA,8:45,10:15"
Punto Limpio Móvil,"CaminoGanapanes,IntersecciónconCalleLaBañeza",Intersección con Calle La Bañeza,Camino,Ganapanes,,,08,FUENCARRAL,439312.67,4480804.68,40.47571013,-3.715949993,"MIÉRCOLES,MAÑANA,10:30,12:00"
Punto Limpio Móvil,"AvenidaComplutense,s/nFrenteServiciodeInformática",Frente Servicio de Informática,Avenida,Complutense,número,s/n,09,MONCLOA-ARAVACA,438300.24,4478098.82,40.45126013,-3.727629993,"MIÉRCOLES,MAÑANA,10:30,12:00"
Punto Limpio Móvil,"AvenidaHellin,17",,Avenida,Hellin,número,17,20,SAN BLAS-CANILLEJAS,447762.06,4475755.67,40.43080013,-3.615859994,"MIÉRCOLES,MAÑANA,10:30,12:00"
Punto Limpio Móvil,"CalleSangenjo,12",,Calle,Sangenjo,número,12,08,FUENCARRAL,440461.07,4481732.36,40.48415013,-3.702489994,"MIÉRCOLES,MAÑANA,12:15,13:45"
Punto Limpio Móvil,"CalleCarpintería,IntersecciónconCalleAmposta",Intersección con Calle Amposta,Calle,Carpintería,,,20,SAN BLAS-CANILLEJAS,447187.13,4475180.25,40.42558013,-3.622589994,"MIÉRCOLES,MAÑANA,12:15,13:45"
Punto Limpio Móvil,"CalleMarquésdeViana,70",,Calle,Marqués de Viana,número,70,06,TETUAN,440293.07,4479480.24,40.46385013,-3.704259993,"MIÉRCOLES,MAÑANA,12:15,13:45"
Punto Limpio Móvil,"CalleCapitánBlancoArgibay,134",,Calle,Capitán Blanco Argibay,número,134,06,TETUAN,440294.35,4479853.22,40.46721013,-3.704279993,"MIÉRCOLES,TARDE,14:00,15:30"
Punto Limpio Móvil,"PlazadeCoimbra,Juntoalsemáforo",Junto al semáforo,Plaza,de Coimbra,,,11,CARABANCHEL,438568.9,4470537.06,40.38316051,-3.723731631,"MIÉRCOLES,TARDE,15:45,17:15"
Punto Limpio Móvil,"CalleSanRestituto,24",,Calle,San Restituto,número,24,09,MONCLOA-ARAVACA,439653.21,4479618.59,40.46505013,-3.711819993,"MIÉRCOLES,TARDE,15:45,17:15"
Punto Limpio Móvil,"AvenidaPabloIglesias,36",,Avenida,Pablo Iglesias,número,36,06,TETUAN,439881.6,4477758.48,40.44831013,-3.708949993,"MIÉRCOLES,TARDE,15:45,17:15"
Punto Limpio Móvil,"CalleSantaMaríaMagdalena,18",,Calle,Santa María Magdalena,número,18,05,CHAMARTIN,443152.84,4479362.51,40.46299013,-3.670519994,"JUEVES,MAÑANA,7:00,8:30"
Punto Limpio Móvil,"AvenidaSanLuis,27",,Avenida,San Luis,número,27,16,HORTALEZA,444307.38,4480241.88,40.47099013,-3.656979994,"JUEVES,MAÑANA,7:00,8:30"
Punto Limpio Móvil,"CalleMarquésdeLozoya,Frentealnúmero26",Frente al número 26,Calle,Marqués de Lozoya,,,03,RETIRO,443735.01,4474353.96,40.41791013,-3.663209994,"JUEVES,MAÑANA,7:00,8:30"
Punto Limpio Móvil,"CalleMinerva,IntersecciónconCalleCampodelaTorre,19","Intersección con Calle Campo de la Torre, 19",Calle,Minerva,,,19,VICALVARO,448630.35,4471993.27,40.39696013,-3.605319994,"JUEVES,MAÑANA,7:00,8:30"
Punto Limpio Móvil,"AvenidaPíoXII,46",,Avenida,Pío XII,número,46,05,CHAMARTIN,442890.96,4479932.86,40.46811013,-3.673659994,"JUEVES,MAÑANA,8:45,10:15"
Punto Limpio Móvil,"CalleEstíbaliz,28IntersecciónconCallePabloSerano",Intersección con Calle Pablo Serano,Calle,Estíbaliz,número,28,16,HORTALEZA,445059.54,4480153.07,40.47024013,-3.648099994,"JUEVES,MAÑANA,8:45,10:15"
Punto Limpio Móvil,"CalleIbiza,60",,Calle,Ibiza,número,60,03,RETIRO,443060.56,4474360.16,40.41792013,-3.671159994,"JUEVES,MAÑANA,8:45,10:15"
Punto Limpio Móvil,"CalleGeneralLópezPozas,16",,Calle,General López Pozas,número,16,05,CHAMARTIN,441894.15,4479631.93,40.46533013,-3.685389994,"JUEVES,MAÑANA,10:30,12:00"
Punto Limpio Móvil,"CalleAmadoNervo,Frentealnúmero12",Frente al número 12,Calle,Amado Nervo,,,03,RETIRO,442788.5,4473396.48,40.40922013,-3.674279994,"JUEVES,MAÑANA,10:30,12:00"
Punto Limpio Móvil,"CallePríncipedeVergara,248",,Calle,Príncipe de Vergara,número,248,05,CHAMARTIN,442572.62,4478331.25,40.45366013,-3.677269994,"JUEVES,MAÑANA,12:15,13:45"
Punto Limpio Móvil,"CalleValderribas,25C",,Calle,Valderribas,número,25 C,03,RETIRO,443125.43,4472621.32,40.40226013,-3.670239994,"JUEVES,MAÑANA,12:15,13:45"
Punto Limpio Móvil,"AvenidaManuelFragaIribarne,35",,Avenida,Manuel Fraga Iribarne,número,35,21,BARAJAS,448402.34,4482129.6,40.48826013,-3.608829994,"JUEVES,TARDE,14:00,15:30"
Punto Limpio Móvil,"PaseoReinaCristina,Frentealnúmero5,intersecciónalaCalleJuliánGayarre","Frente al número 5, intersección a la Calle Julián Gayarre",Paseo,Reina Cristina,,,03,RETIRO,442007.41,4473121.63,40.40669013,-3.683459994,"JUEVES,TARDE,14:00,15:30"
Punto Limpio Móvil,"CalleTéllez,26IntersecciónconCalleLeónGilPalacio",Intersección con Calle León Gil Palacio,Calle,Téllez,número,26,03,RETIRO,442345.67,4472637.26,40.40235013,-3.679429994,"JUEVES,TARDE,15:45,17:15"
Punto Limpio Móvil,"CalleSofía,IntersecciónconCalleBélgica,205","Intersección con Calle Bélgica, 205",Calle,Sofía,,,20,SAN BLAS-CANILLEJAS,448969.61,4475577.51,40.42927013,-3.601609994,"JUEVES,TARDE,19:15,20:45"
Punto Limpio Móvil,"CalleSanModesto,IntersecciónconCalleIsidroFernández",Intersección con Calle Isidro Fernández,Calle,San Modesto,,,08,FUENCARRAL,441903.66,4481728.79,40.48422013,-3.685469994,"VIERNES,MAÑANA,7:00,8:30"
Punto Limpio Móvil,"AvenidaAbrantes,40FrenteCalleFaro",Frente Calle Faro,Avenida,Abrantes,número,40,11,CARABANCHEL,438286.77,4470380.6,40.38173013,-3.727039993,"VIERNES,MAÑANA,8:45,10:15"
Punto Limpio Móvil,"CalleCaballerodelaBlancaLuna,1",,Calle,Caballero de la Blanca Luna,número,1,08,FUENCARRAL,441762.46,4484058.83,40.50520013,-3.687349994,"VIERNES,MAÑANA,8:45,10:15"
Punto Limpio Móvil,"AvenidaPadrePiquer,13JuntoaCorreos",Junto a Correos,Avenida,Padre Piquer,número,13,10,LATINA,434848.14,4471779.49,40.39407013,-3.767689993,"VIERNES,MAÑANA,10:30,12:00"
Punto Limpio Móvil,"AvenidaRosales,IntersecciónconCalleTántalo",Intersección con Calle Tántalo,Avenida,Rosales,,,17,VILLAVERDE,442294.55,4467199.5,40.35336013,-3.679539994,"VIERNES,MAÑANA,10:30,12:00"
Punto Limpio Móvil,"CallePicoMilano,9",,Calle,Pico Milano,número,9,08,FUENCARRAL,439592.55,4481975.77,40.48628013,-3.712759993,"VIERNES,MAÑANA,12:15,13:45"
Punto Limpio Móvil,"CalleYébenes,110Frentealnúmero217",Frente al número 217,Calle,Yébenes,número,110,10,LATINA,436214.39,4471552.4,40.39213013,-3.751569993,"VIERNES,MAÑANA,12:15,13:45"
Punto Limpio Móvil,"CalleArroyodelaBulera,Frentealnúmero11",Frente al número 11,Calle,Arroyo de la Bulera,,,17,VILLAVERDE,442204.91,4465591.73,40.33887013,-3.680449994,"VIERNES,MAÑANA,12:15,13:45"
Punto Limpio Móvil,"CalleMariblanca,18-20Entrelosnúmero18y20",Entre los número 18 y 20,Calle,Mariblanca,número,18-20,12,USERA,440065.32,4471458.49,40.39157013,-3.706189993,"VIERNES,TARDE,14:00,15:30"
Punto Limpio Móvil,"CalleAlférezJuanUsera,36",,Calle,Alférez Juan Usera,número,36,11,CARABANCHEL,437947.11,4471907.52,40.39546013,-3.731189993,"VIERNES,TARDE,15:45,17:15"
Punto Limpio Móvil,"CalleElfo,55-57",,Calle,Elfo,número,55-57,15,CIUDAD LINEAL,444683.8,4476110.77,40.43380013,-3.652179994,"VIERNES,TARDE,15:45,17:15"
Punto Limpio Móvil,"CalleJoaquínLorenzo,106",,Calle,Joaquín Lorenzo,número,106,08,FUENCARRAL,437626.69,4480819.66,40.47572013,-3.735839993,"VIERNES,TARDE,15:45,17:15"
Punto Limpio Móvil,"AvenidaApóstoles,13IntersecciónconPaseodelosOlivos",Intersección con Paseo de los Olivos,Avenida,Apóstoles,número,13,10,LATINA,437234.38,4473046.83,40.40567013,-3.739699993,"VIERNES,TARDE,15:45,17:15"
Punto Limpio Móvil,"CalleVirgendelasCruces,2-4",,Calle,Virgen de las Cruces,número,2-4,12,USERA,441219.87,4469970.76,40.37825013,-3.692449994,"VIERNES,TARDE,15:45,17:15"
Punto Limpio Móvil,"PlazadelaParroquia,16",,Plaza,de la Parroquia,número,16,11,CARABANCHEL,437027.97,4470191.24,40.37993013,-3.741849993,"VIERNES,TARDE,17:30,19:00"
Punto Limpio Móvil,"CallePabloCasals,Frentealnúmero10",Frente al número 10,Calle,Pablo Casals,,,10,LATINA,438510.46,4473539.12,40.41020013,-3.724709993,"VIERNES,TARDE,17:30,19:00"
Punto Limpio Móvil,"CallePicodeArtilleros,55",,Calle,Pico de Artilleros,número,55,14,MORATALAZ,445592.6,4472886.08,40.40481013,-3.641189994,"VIERNES,TARDE,17:30,19:00"
Punto Limpio Móvil,"CallelaCancióndelOlvido,47",,Calle,la Canción del Olvido,número,47,17,VILLAVERDE,440576.44,4467618.06,40.35701013,-3.699809994,"VIERNES,TARDE,19:15,20:45"
Punto Limpio Móvil,"CalleBarquillo,4",,Calle,Barquillo,número,4,01,CENTRO,440994.61,4474572.62,40.41969013,-3.695529994,"SABADO,MAÑANA,7:00,8:30"
Punto Limpio Móvil,"CalleLopedeVega,Frentealnúmero36",Frente al número 36,Calle,Lope de Vega,,,01,CENTRO,440827.07,4473984.49,40.41438013,-3.697449994,"SABADO,MAÑANA,8:45,10:15"
Punto Limpio Móvil,"CalleJoseOrtegayGasset,8",,Calle,Jose Ortega y Gasset,número,8,04,SALAMANCA,441807.06,4475732.94,40.43020013,-3.686059994,"SABADO,MAÑANA,8:45,10:15"
Punto Limpio Móvil,"AvenidaPabloIglesias,55",,Avenida,Pablo Iglesias,número,55,09,MONCLOA-ARAVACA,439724.21,4478011.73,40.45058013,-3.710829993,"SABADO,MAÑANA,10:30,12:00"
Punto Limpio Móvil,"CalleJuanBravo,35-37IntersecciónconCalleGeneralPardiñas",Intersección con Calle General Pardiñas,Calle,Juan Bravo,número,35-37,04,SALAMANCA,442486.06,4476004.1,40.43269013,-3.678079994,"SABADO,MAÑANA,10:30,12:00"
Punto Limpio Móvil,"CalleNicolasaGómez,Frentealnúmero80",Frente al número 80,Calle,Nicolasa Gómez,,,20,SAN BLAS-CANILLEJAS,448113.18,4476603.52,40.43846013,-3.611789994,"SABADO,MAÑANA,10:30,12:00"
Punto Limpio Móvil,"PlazaTirsodeMolina,16Zonadecargaydescarga",Zona de carga y descarga,Plaza,Tirso de Molina,número,16,01,CENTRO,440221.41,4473790.59,40.41259013,-3.704569993,"SABADO,MAÑANA,12:15,13:45"
Punto Limpio Móvil,"CalleRiberadeManzanares,125IntersecciónconCalleAcantilado",Intersección con Calle Acantilado,Calle,Ribera de Manzanares,número,125,09,MONCLOA-ARAVACA,437794.24,4475679.7,40.42943013,-3.733359993,"SABADO,MAÑANA,12:15,13:45"
Punto Limpio Móvil,"CalledelPilardeZaragoza,57ItersecciónconCalleJoséPicón",Itersección con Calle José Picón,Calle,del Pilar de Zaragoza,número,57,04,SALAMANCA,443058.63,4476339.41,40.43575013,-3.671359994,"SABADO,MAÑANA,12:15,13:45"
Punto Limpio Móvil,"CalleArriaza,Frentealnúmero10.IntersecciónconCalleIlustración",Frente al número 10. Intersección con Calle Ilustración,Calle,Arriaza,,,09,MONCLOA-ARAVACA,439250.09,4474759.72,40.42125013,-3.716109993,"SABADO,TARDE,14:00,15:30"
Punto Limpio Móvil,"CalleBerlín,3",,Calle,Berlín,número,3,04,SALAMANCA,443741.93,4476969.2,40.44147013,-3.663359994,"SABADO,TARDE,14:00,15:30"
Punto Limpio Móvil,"CalleEspírituSanto,26Entrolosnúmeros26y28.Zonadecargaydescarga",Entro los números 26 y 28. Zona de carga y descarga,Calle,Espíritu Santo,número,26,01,CENTRO,440311.69,4475218.53,40.42546013,-3.703639993,"SABADO,TARDE,15:45,17:15"
Punto Limpio Móvil,"PlazaLavapiés,8Zonadecargaydescarga",Zona de carga y descarga,Plaza,Lavapiés,número,8,01,CENTRO,440499.65,4473354.35,40.40868013,-3.701249994,"SABADO,TARDE,15:45,17:15"
Punto Limpio Móvil,"CalleLuisMoyaBlanco,27",,Calle,Luis Moya Blanco,número,27,16,HORTALEZA,447765.99,4482999.86,40.49606013,-3.616409994,"SABADO,TARDE,15:45,17:15"
Punto Limpio Móvil,"CalleDoctorEsquerdo,47",,Calle,Doctor Esquerdo,número,47,04,SALAMANCA,443283,4474940.14,40.42316013,-3.668589994,"SABADO,TARDE,15:45,17:15"
Punto Limpio Móvil,"GlorietaEmbajadores,10esquinacalleEmbajadores",esquina calle Embajadores,Glorieta,Embajadores,número,10,01,CENTRO,440360.07,4472982.46,40.40532,-3.70286,"SABADO,TARDE,17:30,19:00"
Punto Limpio Móvil,"CalleSilva,25",,Calle,Silva,número,25,01,CENTRO,440134.5,4474823.78,40.4218911,-3.705691,"SABADO,TARDE,17:30,19:00"
Punto Limpio Móvil,"CalleGeneralDíazPorlier,41",,Calle,General Díaz Porlier,número,41,04,SALAMANCA,442571.45,4475523.9,40.42837013,-3.677029994,"SABADO,TARDE,17:30,19:00"
Punto Limpio Móvil,"CalleVillanueva,20IntersecciónconCalleClaudioCoello",Intersección con Calle Claudio Coello,Calle,Villanueva,número,20,04,SALAMANCA,441714.67,4474870.03,40.42242013,-3.687069994,"SABADO,TARDE,19:15,20:45"
Punto Limpio Móvil,"CalleEstrellaPolar,22",,Calle,Estrella Polar,número,22,03,RETIRO,443476.57,4473573.2,40.41085914,-3.666186786,"LUNES,MAÑANA,7:00,8:30"
Punto Limpio Móvil,"CalleJerónimaLlorente,65",,Calle,Jerónima Llorente,número,65,06,TETUAN,439955.62,4478314.84,40.45332738,-3.708129826,"LUNES,MAÑANA,7:00,8:30"
Punto Limpio Móvil,"CallePinardeSanJosé,13",,Calle,Pinar de San José,número,13,11,CARABANCHEL,435295.3,4468443.89,40.36405652,-3.76208289,"LUNES,MAÑANA,7:00,8:30"
Punto Limpio Móvil,"PaseoLanceros,2",,Paseo,Lanceros,número,2,10,LATINA,432694.46,4470136.92,40.37910205,-3.79289123,"LUNES,MAÑANA,7:00,8:30"
Punto Limpio Móvil,"PlazaElPardo,1IntersecciónconCalleCarboneros",Intersección con Calle Carboneros,Plaza,El Pardo,número,1,08,FUENCARRAL,434134.78,4485795.22,40.52027135,-3.777549085,"LUNES,MAÑANA,7:00,8:30"
Punto Limpio Móvil,"AvenidaMenéndezPelayo,Frentealnúmero29,enlaaceradeElRetiro","Frente al número 29, en la acera de El Retiro",Avenida,Menéndez Pelayo,,,03,RETIRO,442393.46,4474445.91,40.41864668,-3.679030573,"LUNES,MAÑANA,8:45,10:15"
Punto Limpio Móvil,"CalleCerrodeMinguete,9",,Calle,Cerro de Minguete,número,9,08,FUENCARRAL,439019.02,4482030.84,40.48673425,-3.719531943,"LUNES,MAÑANA,8:45,10:15"
